NA,s10,s100,s1000,smax,uplift,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,length,h0,popdens,wetland,psig0,psig0coef,psigA,psigB,rsig0,rsigA,rsigB,s10000
Malaysia1966,0.132,0.27,0.412,3.412,-0.66,5,4,6,5,4,6,6,6,4,4,4,4,6,6,6,18.931,0.826,2414.34,0,0.579287295,12.973121737,0.057517199,33.768992204,0.579287295,0.164542267,46.948425292,0.818448085
Malaysia1967,0.13,0.265,0.404,3.404,-0.66,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.25,0.5,0.5,0.5,4.733,0.468,288.323,0,0.063846418,1.441374966,0.055094801,34.044136505,0.063846418,0.160417036,47.56814168,0.797706452
Malaysia1968,0.175,0.363,0.561,3.561,-0.66,3,3,10,8,2,3.333333333,3.333333333,3.333333333,2,2,2,2,2,2,2,9.292,0.685,190.741,0,0.140818826,3.24264211,0.055497138,34.997541338,0.140818826,0.162952132,48.289914475,1.135649361
Malaysia1969,0.18,0.374,0.579,3.579,-0.66,27,2,2,2,2,1.666666667,1.666666667,1.666666667,1.5,1.5,1.5,1.5,3.75,3.75,3.75,5.773,0.719,399.449,2.529,0.219952784,3.973896911,0.056986894,26.870143038,0.219952784,0.171659931,36.573312227,1.174591117
Malaysia10212,0.204,0.426,0.662,3.662,-0.66,3,1,2,1,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,8.926,0.876,1408.46,0,0.079444906,1.086469324,0.060780902,19.327772395,0.079444906,0.176771648,26.751351937,1.352795338
Malaysia10213,0.217,0.453,0.705,3.705,-0.66,8,1,1,1,1,0.333333333,0.333333333,0.333333333,1,1,1,1,0.5,0.5,0.5,16.942,0.796,492.951,0,0.122201084,1.091840882,0.062667859,12.491501881,0.122201084,0.183327648,17.401620287,1.43832464
Malaysia10214,0.261,0.55,0.86,3.86,-0.66,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,12.298,0,198.43,1.875,0.719169892,14.784343725,0.054863840999999997,31.248060318,0.719169892,0.165060652,42.917607284,1.781521573
Malaysia10215,0.109,0.22,0.332,3.332,-0.66,2,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,4.756,0.631,295.833,0,0.128780476,2.525114181,0.057428459,29.242540631,0.128780476,0.170375264,39.849539235,0.647360548
Malaysia10216,0.115,0.233,0.352,3.352,-0.66,38,2,2,1,1,1,1,1,1.5,1.5,1.5,1.5,0,0,0,24.842,0.776,4036.6,0,0.513241224,3.659881132,0.065262056,9.842017404,0.513241224,0.193316571,13.510073057,0.690982358
Malaysia2009,0.182,0.376,0.579,3.579,-0.7,22,20,9,9,17,16.333333333,16.333333333,16.333333333,18.75,18.75,18.75,18.75,28.75,28.75,28.75,41.97,0.472,30.608,79.167,1.853493635,38.225079118,0.057044268,31.009748138,1.853493635,0.165853753,42.846195313,1.165686716
Malaysia2011,0.123,0.249,0.378,3.378,-0.585,5,12,4,11,6,9.333333333,9.333333333,9.333333333,7.25,7.25,7.25,7.25,7.5,7.5,7.5,19.664,0.613,358.26,0,0.255521357,5.049904064,0.057415611,29.478732038,0.255521357,0.167614812,40.720470707,0.738448791
Malaysia2012,0.155,0.318,0.488,3.488,-0.68,59,147,108,81,109,111.666666667,111.666666667,111.666666667,76.75,76.75,76.75,76.75,101.75,101.75,101.75,135.211,0.449,59.832,4.9105,0.121081389,2.166916281,0.065056941,25.996545892,0.121081389,0.17800036,36.480135319,0.97146093
Malaysia1975,0.234,0.494,0.772,3.772,-0.677,22,12,6,4,1,2.333333333,2.333333333,2.333333333,1.5,1.5,1.5,1.5,2,2,2,5.909,0.645,325.526,25.914,0.211686429,3.255800715,0.061563308,21.970088077,0.211686429,0.17915387,29.9658458,1.605530653
Malaysia1976,0.202,0.422,0.656,3.656,-0.687,22,15,19,18,9,13.666666667,13.666666667,13.666666667,9.5,9.5,9.5,9.5,4.75,4.75,4.75,19.267,0.609,243.59,25.228,0.817141422,4.775890535,0.063322567,8.135252173,0.817141422,0.200302366,10.80905332,1.341337331
Malaysia1977,0.274,0.58,0.911,3.911,-0.74,237,165,38,13,24,14.333333333,14.333333333,14.333333333,15,15,15,15,15.5,15.5,15.5,38.226,1.145,762.597,321.676,0.428800938,6.512445812,0.061529961,21.863023595,0.428800938,0.177127384,30.018054619,1.898152461
Malaysia1978,0.21,0.442,0.688,3.688,-0.743,84,144,115,22,37,33.333333333,33.333333333,33.333333333,38.25,38.25,38.25,38.25,42.25,42.25,42.25,61.867,0.645,138.446,56.726,0.227147555,5.045408973,0.059024036,33.043401715,0.227147555,0.165662366,46.311607412,1.426195038
Malaysia1979,0.183,0.38,0.59,3.59,-0.77,4,2,3,3,1,2.333333333,2.333333333,2.333333333,1.75,1.75,1.75,1.75,3.25,3.25,3.25,5.418,0.448,96.727,0,0.357416358,6.497293343,0.060156119,26.622819016,0.357416358,0.172067994,36.744019121,1.193144128
Myanmar1887,0.198,0.41,0.637,3.637,-0.94,37,86,51,44,28,18.333333333,18.333333333,18.333333333,12,12,12,12,9.25,9.25,9.25,6.128,0,246.498,0,1.033457004,18.413715859,0.059124916,26.284610178,1.033457004,0.164193272,36.732555594,1.280587349
Myanmar1888,0.174,0.36,0.557,3.557,-0.94,7,23,27,12,8,4,4,4,3,3,3,3,1.25,1.25,1.25,8.556,0,390.848,0,0.294799529,3.625881725,0.062015218,17.304363531,0.294799529,0.181444202,23.911031059,1.121048795
Myanmar1889,0.296,0.621,0.976,3.976,-0.956,10,30,26,9,26,4.333333333,4.333333333,4.333333333,6.75,6.75,6.75,6.75,3.5,3.5,3.5,6.36,0,279.503,0,0.951113546,17.327173514,0.058085267,26.969780707,0.951113546,0.166639304,37.43632735,1.997429782
Myanmar1890,0.361,0.759,1.198,4.198,-1.01,23,28,17,5,4,4,4,4,4.5,4.5,4.5,4.5,4,4,4,5.047,0,439.643,0,1.697293167,27.484906538,0.061185117,23.50423133,1.697293167,0.175525459,32.484114973,2.454984216
Myanmar1891,0.241,0.503,0.786,3.786,-1.01,14,29,4,7,6,6.333333333,6.333333333,6.333333333,2.5,2.5,2.5,2.5,1.25,1.25,1.25,4.898,0,470.125,0,2.785983087,51.971196052,0.057350995,27.674091451,2.785983087,0.169781394,38.075246861,1.598561793
Myanmar1892,0.18,0.371,0.575,3.575,-1.01,8,16,4,6,5,2.666666667,2.666666667,2.666666667,0.75,0.75,0.75,0.75,1,1,1,3.945,0,263.37,0,0.142455502,3.242932235,0.054328067,34.883327196,0.142455502,0.164328727,47.790599027,1.147372637
Myanmar1893,0.151,0.309,0.475,3.475,-1.01,13,18,3,3,4,1.666666667,1.666666667,1.666666667,1.5,1.5,1.5,1.5,0.75,0.75,0.75,5.106,0,373.369,33.8,0.231355618,5.046080107,0.05824318,32.617737138,0.231355618,0.166109915,45.41436236,0.939781884
Myanmar1894,0.165,0.34,0.524,3.524,-0.901,106,177,80,64,95,133.333333333,133.333333333,133.333333333,103.25,103.25,103.25,103.25,35.75,35.75,35.75,172.655,0,145.331,0,1.397525439,25.270534339,0.059278369,26.674874222,1.397525439,0.166472674,36.85578232,1.049066078
Myanmar1895,0.227,0.473,0.739,3.739,-0.74,1,1,1,1,2,6.333333333,6.333333333,6.333333333,2.75,2.75,2.75,2.75,0,0,0,5.419,0,682.767,0,0.396549178,8.650415175,0.058293017,32.621525115,0.396549178,0.166081454,45.426071029,1.498290847
Myanmar1896,0.164,0.337,0.521,3.521,-0.74,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0.786,0,1979.55,0,0.077712214,1.80139315,0.054315841,35.600033246,0.077712214,0.15786235,49.441233214,1.035222093
Myanmar1897,0.145,0.296,0.454,3.454,-0.74,8,8,7,16,21,23,23,23,6,6,6,6,1.75,1.75,1.75,28.848,0,1970.58,0,0.064363374,1.441457435,0.056060868,33.815825433,0.064363374,0.161475986,46.933975384,0.895313516
Myanmar1898,0.209,0.436,0.679,3.679,-0.817,12,7,7,13,25,23.666666667,23.666666667,23.666666667,23,23,23,23,5.5,5.5,5.5,36.842,0,313.336,0,0.092099538,1.803673578,0.057152106,29.239256211,0.092099538,0.16666841,40.220589238,1.382793047
Myanmar1899,0.182,0.375,0.582,3.582,-0.824,77,196,325,659,476,355.666666667,355.666666667,355.666666667,33,33,33,33,16.75,16.75,16.75,133.687,0,140.767,0,0.134052392,2.525939494,0.05781401,27.775817933,0.134052392,0.16947535,38.521195936,1.159516412
Myanmar1900,0.197,0.408,0.635,3.635,-0.8,46,65,86,119,29,10,10,10,2.25,2.25,2.25,2.25,1,1,1,91.727,0,139.604,0,0.247520094,1.825646832,0.063841699,10.223802031,0.247520094,0.19216069,14.032150779,1.275492584
Myanmar1901,0.364,0.766,1.21,4.21,-0.8,1,15,36,58,28,19.666666667,19.666666667,19.666666667,5.75,5.75,5.75,5.75,4.25,4.25,4.25,9.794,0,51.635,0,0.134722339,1.811178887,0.06055834,19.016865639,0.134722339,0.177158514,26.359496229,2.482656329
Myanmar1902,0.312,0.656,1.033,4.033,-0.843,203,187,190,143,79,69,69,69,60.75,60.75,60.75,60.75,68.5,68.5,68.5,139.532,0,45.933,0,0.046449238,0.723466896,0.059541845,22.190544089,0.046449238,0.175662434,30.387593436,2.120394239
Myanmar10114,0.247,0.516,0.808,3.808,-0.901,7,4,6,14,15,21.333333333,21.333333333,21.333333333,15.25,15.25,15.25,15.25,2,2,2,44.02,0,125.06,0,0.071262651,1.442547818,0.056321896,30.241700632,0.071262651,0.163239627,41.487591795,1.643960724
Myanmar10115,0.234,0.487,0.762,3.762,-0.74,1,1,1,1,2,1.333333333,1.333333333,1.333333333,0,0,0,0,0,0,0,1.207,0,125.06,0,0.077131919,1.443476026,0.058496531,27.402647668,0.077131919,0.172079593,37.738705806,1.539730855
Myanmar10116,0.222,0.462,0.722,3.722,-0.74,1,1,1,1,1,0.666666667,0.666666667,0.666666667,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.837,0,125.06,0,0.06378941,1.083953155,0.062396997,25.053805499,0.06378941,0.183111759,34.216105038,1.45996016
Myanmar1903,0.209,0.436,0.679,3.679,-0.875,113,84,177,366,516,95.666666667,95.666666667,95.666666667,51.75,51.75,51.75,51.75,21.75,21.75,21.75,137.715,0,52.407,0,0.095236097,1.447255763,0.060211462,21.755768368,0.095236097,0.179989234,29.465912145,1.382793047
Myanmar1904,0.132,0.269,0.412,3.412,-0.846,5,4,6,14,35,11.666666667,11.666666667,11.666666667,13.5,13.5,13.5,13.5,21,21,21,46.789,0,31.32,0,5.649414162,94.012831671,0.057958119,24.644455543,5.649414162,0.170641897,33.874771657,0.810544851
Myanmar1905,0.118,0.238,0.36,3.36,-0.801,22,17,18,13,15,22.666666667,22.666666667,22.666666667,31.75,31.75,31.75,31.75,23,23,23,96.546,0,27.242,0,0.450376178,8.301068648,0.058890638,27.295138676,0.450376178,0.168698998,37.855085563,0.699938204
Myanmar1906,0.114,0.23,0.347,3.347,-0.79,5,5,4,8,1,3.333333333,3.333333333,3.333333333,6,6,6,6,4.75,4.75,4.75,11.28,0,25.604,1750,1.412426177,26.704185777,0.057747669,28.155549569,1.412426177,0.166139651,38.944525891,0.676201918
Myanmar1907,0.134,0.274,0.419,3.419,-0.735,10,5,8,4,8,15.666666667,15.666666667,15.666666667,17.5,17.5,17.5,17.5,67,67,67,57.753,0,121.711,0,0.061369374,1.083184475,0.058298332,25.964831546,0.061369374,0.171551303,35.317263835,0.830635519
Myanmar10117,0.213,0.444,0.692,3.692,-0.8,17,1,5,5,5,5,5,5,11.5,11.5,11.5,11.5,11.25,11.25,11.25,58.273,0,51.635,0,0.034489203,0.721096937,0.055777522,31.480269878,0.034489203,0.165966178,42.9454694,1.406386228
Myanmar10118,0.206,0.428,0.665,3.665,-0.86,181,134,162,40,26,18.333333333,18.333333333,18.333333333,14,14,14,14,11.75,11.75,11.75,103.998,0,121.875,0,0.261736148,5.766499309,0.057826647,33.006791384,0.261736148,0.161709478,46.172606038,1.345648791
Myanmar10119,0.147,0.301,0.462,3.462,-0.888,27,18,28,19,30,17.333333333,17.333333333,17.333333333,23.75,23.75,23.75,23.75,12.75,12.75,12.75,89.702,0,168.399,0,0.354288082,7.928063221,0.056652275,34.017342558,0.354288082,0.160565867,47.453642542,0.916094525
Myanmar10120,0.179,0.37,0.573,3.573,-0.867,119,87,115,72,88,64,64,64,42.75,42.75,42.75,42.75,32,32,32,183.694,0,113.993,784.3785,0.255288729,5.765486188,0.056055009,34.390317096,0.255288729,0.159433465,47.853757462,1.15043869
Myanmar1927,0.227,0.476,0.743,3.743,-0.683,1,28,1,6,1,8,8,8,10.25,10.25,10.25,10.25,29.5,29.5,29.5,9.528,0,2305.34,0,0.42196495,9.370029154,0.057527898,33.495591319,0.42196495,0.161601591,46.846242715,1.526138162
Myanmar1928,0.226,0.474,0.74,3.74,-0.69,1,1,1,1,1,0,0,0,2.5,2.5,2.5,2.5,15.75,15.75,15.75,0.489,0,2475.71,0,0.065527619,1.441651285,0.056662915,32.954402252,0.065527619,0.16490678,45.7537152,1.520416254
Myanmar1929,0.226,0.473,0.739,3.739,-0.69,1,1,1,1,2,20,20,20,29.25,29.25,29.25,29.25,60,60,60,3.571,0,2464.49,0,0.14892631,1.81316757,0.059999141,17.237698563,0.14892631,0.181251449,23.572534094,1.511318163
Myanmar1930,0.226,0.472,0.737,3.737,-0.69,1,2,2,12,2,3,3,3,8,8,8,8,35.5,35.5,35.5,3.384,0,406.616,0,0.133984801,1.811158137,0.060332775,19.152542888,0.133984801,0.176873852,26.49770378,1.501590411
Myanmar1922,0.294,0.62,0.975,3.975,1.31,1,1,3,8,13,3.666666667,3.666666667,3.666666667,0.25,0.25,0.25,0.25,0,0,0,3.679,0,267.447,0,0.679713675,14.420354724,0.056615379,32.117997074,0.679713675,0.166047899,44.4495315,2.0149349
Myanmar1923,0.3,0.633,0.996,3.996,1.31,405,272,678,773,897,832.333333333,832.333333333,832.333333333,893.25,893.25,893.25,893.25,657.25,657.25,657.25,72.938,0,102.675,0,0.186159028,4.323314281,0.056700511,35.045008541,0.186159028,0.164705379,48.601120131,2.059770468
Myanmar1924,0.158,0.327,0.504,3.504,-0.69,21,35,56,43,51,96.666666667,96.666666667,96.666666667,141.75,141.75,141.75,141.75,99,99,99,73.921,0,160.345,0,0.082638107,1.802177532,0.056011255,32.868952271,0.082638107,0.161733222,45.664697815,1.01761668
Myanmar1908,0.17,0.352,0.544,3.544,-0.72,2,1,1,1,1,1,1,1,3,3,3,3,24.25,24.25,24.25,20.422,0,180.105,0,0.054501613,0.724582683,0.059859967,18.804405311,0.054501613,0.176583965,25.950027783,1.097403867
Myanmar1909,0.156,0.322,0.497,3.497,1.314,159,176,368,641,642,743.666666667,743.666666667,743.666666667,774.75,774.75,774.75,774.75,997,997,997,494.957,0,142.007,1017.623,0.168241864,3.604808826,0.055743596,32.524135783,0.168241864,0.161462901,45.028402257,0.997316668
Myanmar10129,0.22,0.461,0.719,3.719,-0.68,27,7,13,16,34,44.666666667,44.666666667,44.666666667,25.75,25.75,25.75,25.75,30.5,30.5,30.5,109.904,0,75.205,123.102,1.005893885,15.195540253,0.059177816,22.015560661,1.005893885,0.179449497,29.698701927,1.475632522
Myanmar1910,0.196,0.409,0.637,3.637,1.32,59,75,131,305,310,370.666666667,370.666666667,370.666666667,534.75,534.75,534.75,534.75,559.25,559.25,559.25,317.463,0,201.25,2338.957,4.767998142,95.226692172,0.057020842,29.925121573,4.767998142,0.166701681,41.315928866,1.297936713
Myanmar1911,0.237,0.498,0.779,3.779,1.32,5,3,16,10,18,27,27,27,32,32,32,32,16.75,16.75,16.75,1.544,0,261.026,0.582,0.381504568,5.789067594,0.058393657,22.292859122,0.381504568,0.17649283,30.077791703,1.604289973
Myanmar1912,0.383,0.815,1.289,4.289,1.32,10,8,125,55,58,110,110,110,147.25,147.25,147.25,147.25,106,106,106,2.418,0,337.36,0,0.77029292,15.151520267,0.057321609,29.323177761,0.77029292,0.167414867,40.413381418,2.700948108
Myanmar1913,0.284,0.6,0.943,3.943,1.32,2,8,7,32,60,109.333333333,109.333333333,109.333333333,83,83,83,83,12.75,12.75,12.75,53.187,0,141.408,0,0.213430894,3.969816478,0.058699445,27.37752656,0.213430894,0.171199112,37.717885075,1.956528528
Myanmar1914,0.311,0.658,1.035,4.035,1.32,1,1,26,39,56,60.666666667,60.666666667,60.666666667,70.75,70.75,70.75,70.75,27,27,27,18.943,0,433.583,0,0.44613208,10.089480947,0.057629401,34.115712445,0.44613208,0.161193389,47.766718732,2.152371789
Myanmar1915,0.288,0.608,0.955,3.955,1.32,75,193,441,275,296,395,395,395,726.25,726.25,726.25,726.25,536.5,536.5,536.5,9.325,0,586.346,0,0.093946025,2.161768537,0.055369836,35.047438274,0.093946025,0.162702324,47.747345645,1.979350276
Myanmar1916,0.276,0.58,0.911,3.911,1.32,63,122,273,252,324,156.666666667,156.666666667,156.666666667,54.25,54.25,54.25,54.25,17.5,17.5,17.5,4.933,0,194.592,0,0.076919535,1.80125643,0.054448017,35.980013461,0.076919535,0.158755228,49.725002137,1.871259848
Myanmar1917,0.265,0.557,0.874,3.874,1.32,1,1,3,4,2,5,5,5,1.25,1.25,1.25,1.25,0,0,0,1.869,0,392.714,0,0.030769803,0.720503225,0.053991764,35.963705904,0.030769803,0.158806958,49.709098815,1.797211201
Myanmar1918,0.284,0.6,0.942,3.942,1.32,1,1,1,1,1,2.333333333,2.333333333,2.333333333,1.25,1.25,1.25,1.25,1,1,1,4.766,0,4328.22,0,0.062641181,1.441179147,0.055458927,34.665588539,0.062641181,0.160042519,48.545545352,1.955851482
Myanmar1919,0.311,0.657,1.034,4.034,1.32,3,1,8,24,30,13.666666667,13.666666667,13.666666667,6.25,6.25,6.25,6.25,1.75,1.75,1.75,12.73,0,373.69,0,0.186905886,3.607741963,0.057801806,28.607528231,0.186905886,0.168821555,39.543832405,2.143082081
Myanmar1920,0.314,0.664,1.045,4.045,1.314,206,116,249,384,337,135,135,135,143.75,143.75,143.75,143.75,54.75,54.75,54.75,85.148,0,292.095,750,0.781381685,16.583309681,0.056627161,32.13795151,0.781381685,0.162658479,44.796610643,2.170149866
Myanmar1921,0.259,0.545,0.855,3.855,1.31,15,50,7,45,65,21.333333333,21.333333333,21.333333333,50.25,50.25,50.25,50.25,139.25,139.25,139.25,10.065,0,573.335,0,1.095263242,17.717815789,0.061090512,23.557989971,1.095263242,0.17590801,32.44932115,1.762253617
Myanmar1925,0.18,0.372,0.577,3.577,-0.69,1,1,5,5,2,5,5,5,79.5,79.5,79.5,79.5,49.5,49.5,49.5,15.962,0,192.772,0,0.504827162,9.747524914,0.057129495,28.76801845,0.504827162,0.168145653,39.739266741,1.156838505
Myanmar1926,0.189,0.393,0.61,3.61,-0.681,8,14,2,10,9,16.666666667,16.666666667,16.666666667,72.5,72.5,72.5,72.5,169.5,169.5,169.5,65.788,0,301.49,0,0.428458128,7.585793902,0.056719919,26.272640023,0.428458128,0.174636935,35.080401395,1.237170027
Myanmar1931,0.248,0.522,0.817,3.817,-0.682,1,2,1,1,1,0,0,0,6.5,6.5,6.5,6.5,15,15,15,16.915,0,2642.43,0,0.288587575,4.699576461,0.057118203,23.902855007,0.288587575,0.171829549,32.651225315,1.687522968
Myanmar1932,0.266,0.56,0.879,3.879,-0.685,3,1,1,2,3,7,7,7,45.5,45.5,45.5,45.5,127.75,127.75,127.75,41.536,0,384.315,0,2.266900874,27.912116117,0.062230976,17.45412169,2.266900874,0.181361608,24.134449662,1.812785472
Myanmar1933,0.168,0.347,0.536,3.536,-0.698,7,37,24,23,24,25.666666667,25.666666667,25.666666667,36.75,36.75,36.75,36.75,82.5,82.5,82.5,71.21,0,162.249,0,0.189020944,2.893371733,0.059678378,21.925702854,0.189020944,0.174785078,30.325007484,1.076419725
Myanmar1934,0.137,0.279,0.426,3.426,-0.68,1,4,14,24,8,20.333333333,20.333333333,20.333333333,18.75,18.75,18.75,18.75,30.25,30.25,30.25,44.004,0,79.772,0,0.122361477,2.525673102,0.058891638,30.336336597,0.122361477,0.166450891,42.004908897,0.838706336
Myanmar1935,0.182,0.379,0.587,3.587,-0.68,1,7,7,6,12,5.666666667,5.666666667,5.666666667,4.25,4.25,4.25,4.25,5.25,5.25,5.25,30.15,0,77.162,0,0.334197852,7.567365996,0.054980858,34.595513718,0.334197852,0.163198339,47.492274796,1.195669714
Myanmar10135,0.226,0.473,0.738,3.738,-0.68,10,1,7,13,13,25,25,25,76,76,76,76,37.5,37.5,37.5,80.649,0,480.84,0,0.089880465,1.446189287,0.059328966,23.084092265,0.089880465,0.171462496,32.009984771,1.510651035
Myanmar1936,0.165,0.342,0.529,3.529,-0.678,59,90,19,23,21,15,15,15,13.25,13.25,13.25,13.25,23.25,23.25,23.25,69.969,0,28.596,0,0.10598318,1.806871873,0.056303980000000003,25.28561361,0.10598318,0.171396527,34.097920865,1.068685004
Myanmar1937,0.166,0.345,0.534,3.534,-0.675,182,100,85,129,153,92.666666667,92.666666667,92.666666667,38.75,38.75,38.75,38.75,34.75,34.75,34.75,244.457,0,125.65,7.3815,0.065429583,1.441626927,0.053875042,33.600408863,0.065429583,0.162874048,45.906161363,1.083987995
Myanmar1938,0.185,0.385,0.597,3.597,-0.663,193,26,24,38,54,59,59,59,76.75,76.75,76.75,76.75,99.5,99.5,99.5,191.957,0,65.61,0,0.211231441,4.685055077,0.052738756,34.398280491,0.211231441,0.159849271,46.939265308,1.213553567
Myanmar1939,0.163,0.338,0.521,3.521,-0.614,34,10,10,8,18,21.666666667,21.666666667,21.666666667,35.25,35.25,35.25,35.25,55.25,55.25,55.25,153.094,0,36.001,0,0.466131188,7.952600543,0.060288889,24.782850434,0.466131188,0.171421987,34.645370838,1.055850528
Myanmar1940,0.157,0.322,0.496,3.496,-0.578,17,179,42,40,55,67.333333333,67.333333333,67.333333333,13,13,13,13,13.5,13.5,13.5,107.911,0,10.093,290.392,0.091433039,1.803557135,0.05627119,29.638945656,0.091433039,0.160100124,41.206333571,0.984285544
Myanmar1941,0.16,0.33,0.509,3.509,-0.563,45,78,24,15,13,29,29,29,5.25,5.25,5.25,5.25,6.75,6.75,6.75,95.675,0,24.533,1.666,0.456196134,9.375465803,0.058123964,30.381054672,0.456196134,0.164077758,42.90966901,1.0203135
Myanmar10183,0.264,0.557,0.873,3.873,-0.64,31,1,1,1,1,1.333333333,1.333333333,1.333333333,1.75,1.75,1.75,1.75,1.25,1.25,1.25,50.874,0,70.727,0,2.053516187,45.41515644,0.056695236,33.296628113,2.053516187,0.163941927,46.05899084,1.809911422
Myanmar10184,0.205,0.426,0.664,3.664,-0.64,28,1,1,1,2,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,0.75,0.75,0.75,45.461,0,70.727,0,0.071370927,1.442567184,0.054862118,30.557697521,0.071370927,0.164157328,41.937110385,1.341222624
Myanmar10185,0.139,0.284,0.434,3.434,-0.656,23,1,2,2,3,6.666666667,6.666666667,6.666666667,13.25,13.25,13.25,13.25,12.75,12.75,12.75,97.806,0,70.727,0,0.183431583,2.893693683,0.057599461,23.05655625,0.183431583,0.176736324,31.014984779,0.859436368
Myanmar10186,0.149,0.306,0.47,3.47,-0.618,54,3,3,4,5,3,3,3,2.75,2.75,2.75,2.75,5.25,5.25,5.25,92.797,0,70.592,0,1.03067959,19.486994449,0.056447429,28.308418574,1.03067959,0.168614731,38.836788039,0.936926423
Myanmar10189,0.17,0.351,0.543,3.543,-0.627,6,1,2,1,4,4.333333333,4.333333333,4.333333333,7.75,7.75,7.75,7.75,9.75,9.75,9.75,81.608,0,70.727,550,0.926942473,17.681109231,0.059096615,28.106412429,0.926942473,0.166767588,39.151412418,1.088575853
Myanmar10190,0.148,0.304,0.466,3.466,-0.62,10,3,2,6,4,5,5,5,7,7,7,7,9.5,9.5,9.5,82.342,0,70.727,0,0.033022856,0.720862398,0.056426224,32.675849899,0.033022856,0.163134195,45.424071314,0.930504499
Myanmar10191,0.194,0.401,0.623,3.623,-0.591,12,19,8,9,6,4.666666667,4.666666667,4.666666667,3,3,3,3,1.5,1.5,1.5,96.825,0,8.371,778,0.273051722,3.264211352,0.061729937,16.739832432,0.273051722,0.183492255,23.060843251,1.24808829
Myanmar10192,0.194,0.403,0.627,3.627,-0.569,21,26,7,8,7,1.333333333,1.333333333,1.333333333,2.75,2.75,2.75,2.75,1.5,1.5,1.5,67.576,0,22.034,194.25,3.613566802,37.782553353,0.063008067,14.726366548,3.613566802,0.184337897,20.315812726,1.267185823
PapuaNewGuinea11758,0.105,0.211,0.318,3.318,-0.35,208,28,24,21,19,11.666666667,11.666666667,11.666666667,13,13,13,13,9,9,9,113.192,0.052,20.224,1.242,0.083209279,1.445001656,0.061911302,25.777784578,0.083209279,0.179286326,35.193733409,0.615343022
PapuaNewGuinea11807,0.111,0.224,0.338,3.338,-0.347,542,41,40,43,40,35.333333333,35.333333333,35.333333333,29,29,29,29,25.25,25.25,25.25,389.428,0.053,20.224,0,0.349499346,8.285078448,0.057046815,35.785415446,0.349499346,0.163876653,49.73489448,0.658896653
PapuaNewGuinea11806,0.117,0.237,0.359,3.359,-0.34,14,2,2,2,3,1.333333333,1.333333333,1.333333333,1.25,1.25,1.25,1.25,1.75,1.75,1.75,11.768,0.013,20.224,0,0.245479858,5.763904583,0.055722181,35.68787241,0.245479858,0.161082107,49.540630719,0.703187166
PapuaNewGuinea11808,0.11,0.22,0.332,3.332,-0.346,75,14,9,9,17,10.666666667,10.666666667,10.666666667,8.5,8.5,8.5,8.5,8.25,8.25,8.25,67.209,0,20.224,22.12,0.030687058,0.720488794,0.05405457,35.77531506,0.030687058,0.161598085,49.047836331,0.635979696
PapuaNewGuinea11750,0.138,0.282,0.43,3.43,-0.36,325,36,34,25,37,26.333333333,26.333333333,26.333333333,10.75,10.75,10.75,10.75,3,3,3,108.86,0.125,12.382,46.348,0.04565264,1.080673645,0.056118284,35.831103443,0.04565264,0.15943492,50.045152559,0.85300794
PapuaNewGuinea11756,0.13,0.265,0.403,3.403,-0.36,981,56,13,7,14,7.666666667,7.666666667,7.666666667,1.75,1.75,1.75,1.75,3.5,3.5,3.5,137.457,0.152,12.382,0,0.031616225,0.720639047,0.054912955,34.680563898,0.031616225,0.162958838,47.242859395,0.7970374
SolomonIslands11812,0.109,0.22,0.333,3.333,-0.34,236,10,6,7,6,6.333333333,6.333333333,6.333333333,4,4,4,4,4,4,4,61.666,0,13.207,0,0.292096664,6.486950446,0.056991565,33.537061298,0.292096664,0.160749137,46.780235613,0.648023859
SolomonIslands11821,0.105,0.21,0.317,3.317,-0.34,78,8,5,3,2,1,1,1,0.25,0.25,0.25,0.25,0.5,0.5,0.5,64.557,0.068,13.207,0,1.544294995,25.305654734,0.05894561,24.222039422,1.544294995,0.17495108,33.035478397,0.607129596
SolomonIslands11822,0.111,0.223,0.336,3.336,-0.34,174,17,6,10,13,4.666666667,4.666666667,4.666666667,4.75,4.75,4.75,4.75,2.5,2.5,2.5,115.866,0.065,13.207,0,0.046743389,0.723347208,0.056697711,22.395695708,0.046743389,0.173135232,30.585024073,0.649959842
SolomonIslands11825,0.109,0.22,0.331,3.331,-0.34,327,35,9,15,6,4.666666667,4.666666667,4.666666667,2.5,2.5,2.5,2.5,4.25,4.25,4.25,96.985,0.039,13.207,0,0.525533614,7.601060663,0.061858244,20.750342872,0.525533614,0.176431677,28.577294458,0.646687337
