segments,segid,longi,lati
Denmark7938,7938,-55.314,72.561
Denmark7939,7939,-55,72.753
Denmark7940,7940,-54.84,70.46
Denmark7123,7123,-54.685,72.895
Denmark7138,7138,-51.663,71.453
Denmark7146,7146,-52.38,70.075
Denmark7949,7949,-53.678,71.297
Denmark7950,7950,-54.383,69.924
Denmark7952,7952,-53.04,71.659
Denmark7956,7956,-52.585,71.348
Denmark7968,7968,-52.085,70.97
Denmark7971,7971,-51.842,70.739
Denmark7975,7975,-51.659,70.565
Denmark7144,7144,-51.041,68.916
Denmark7145,7145,-51.047,69.252
Denmark7147,7147,-51.372,68.058
Denmark7159,7159,-51.796,67.626
Denmark7160,7160,-53.367,66.98
Denmark7161,7161,-53.583,66.908
Denmark7162,7162,-50.328,67.071
Denmark7172,7172,-52.126,64.658
Denmark7951,7951,-53.687,67.784
Denmark7953,7953,-53.346,68.111
Denmark7954,7954,-53.503,66.094
Denmark7955,7955,-52.878,66.899
Denmark7957,7957,-52.307,68.705
Denmark7960,7960,-53.067,68.482
Denmark7962,7962,-53.019,65.656
Denmark7963,7963,-53.014,65.515
Denmark7965,7965,-51.924,68.642
Denmark7967,7967,-51.646,68.247
Denmark7969,7969,-51.284,68.136
Denmark7977,7977,-51.221,69.913
Denmark7173,7173,-51.7,64.207
Denmark7174,7174,-51.755,64.195
Denmark7175,7175,-51.707,64.153
Denmark7198,7198,-50.547,63.109
Denmark7980,7980,-51.357,64.339
Denmark7981,7981,-51.16,64.564
Denmark7982,7982,-50.904,64.555
Denmark8011,8011,-50.76,63.184
Denmark8013,8013,-50.538,63.194
Denmark7218,7218,-45.581,61.039
Denmark8042,8042,-49.581,61.936
Denmark8079,8079,-48.681,61.368
Denmark8081,8081,-48.271,61.098
Denmark8096,8096,-47.923,60.833
Denmark8102,8102,-46.243,60.943
Denmark8105,8105,-46.396,60.756
Denmark8108,8108,-45.999,60.707
Denmark8109,8109,-45.829,60.671
Denmark8113,8113,-45.17,60.382
Denmark8121,8121,-44.319,60.13
Denmark8122,8122,-44.062,60.017
Denmark8125,8125,-44.182,60.139
Denmark8134,8134,-43.575,60.111
Denmark8135,8135,-43.371,60.017
Denmark8128,8128,-43.879,59.96
Finland9131,9131,19.614,60.252
Finland9137,9137,19.934,60.07
Finland9138,9138,19.961,60.385
Finland9139,9139,19.947,60.068
Finland9141,9141,20.042,60.076
Ireland8515,8515,-6.149,53.973
Ireland8496,8496,-7.251,55.072
Ireland8494,8494,-7.763,55.18
Ireland8495,8495,-7.244,55.078
Ireland8493,8493,-8.546,54.332
Ireland8516,8516,-6.278,53.853
Ireland8517,8517,-6.238,53.674
Ireland8518,8518,-6.222,53.648
Ireland8519,8519,-6.117,53.449
Ireland8520,8520,-6.107,53.245
Ireland8521,8521,-6.032,53.092
Ireland8522,8522,-6.15,52.771
Ireland8523,8523,-7.072,52.132
Ireland8524,8524,-6.508,52.193
Ireland8525,8525,-6.337,52.416
Ireland8526,8526,-6.251,52.497
Ireland8489,8489,-9.895,54.263
Ireland8491,8491,-9.847,53.413
Ireland8527,8527,-10.197,54.007
Ireland8488,8488,-9.929,53.9
Ireland8490,8490,-9.606,53.78
Ireland8492,8492,-9.148,54.175
Ireland8497,8497,-8.938,53.147
Ireland8498,8498,-9.012,53.141
RussianFederation11813,11813,165.925,55.358
RussianFederation11824,11824,167.454,54.866
Sweden9108,9108,18.895,57.919
Sweden9129,9129,19.251,57.976
UnitedKingdom8819,8819,-1.471,60.465
UnitedKingdom8820,8820,-1.051,60.73
UnitedKingdom8824,8824,-0.889,60.836
UnitedKingdom8544,8544,-7.462,57.04
UnitedStates3383,3383,-141.562,69.727
UnitedStates3451,3451,-130.207,55.071
UnitedStates3371,3371,-158.188,70.825
UnitedStates3376,3376,-151.858,70.564
UnitedStates3378,3378,-148.308,70.329
UnitedStates3381,3381,-144.872,69.983
UnitedStates3382,3382,-143.127,70.099
UnitedStates3364,3364,-166.224,68.583
UnitedStates3365,3365,-166.495,68.411
UnitedStates3366,3366,-164.943,68.889
UnitedStates3367,3367,-165.263,68.008
UnitedStates3374,3374,-164.361,66.594
UnitedStates3375,3375,-166.388,66.149
UnitedStates3377,3377,-167.742,65.518
UnitedStates3379,3379,-166.935,65.204
UnitedStates4979,4979,-166.174,66.22
UnitedStates4980,4980,-164.764,66.536
UnitedStates3368,3368,-163.064,69.537
UnitedStates3369,3369,-163.975,67.51
UnitedStates3370,3370,-163.314,67.066
UnitedStates3372,3372,-160.86,66.393
UnitedStates3373,3373,-162.576,66.051
UnitedStates3380,3380,-163.434,64.537
UnitedStates3391,3391,-164.7,63.018
UnitedStates3392,3392,-166.139,61.637
UnitedStates3393,3393,-164.767,60.941
UnitedStates3395,3395,-165.413,60.557
UnitedStates4984,4984,-166.519,60.372
UnitedStates3385,3385,-161.356,64.529
UnitedStates3387,3387,-161.325,63.474
UnitedStates3390,3390,-162.155,63.522
UnitedStates3397,3397,-164.108,59.984
UnitedStates3398,3398,-162.67,59.97
UnitedStates3399,3399,-162.375,60.235
UnitedStates4983,4983,-162.475,63.637
UnitedStates3410,3410,-155.8,57.542
UnitedStates3420,3420,-150.666,61.27
UnitedStates3423,3423,-150.045,61.172
UnitedStates3426,3426,-151.205,60.779
UnitedStates3421,3421,-149.683,61.39
UnitedStates3422,3422,-149.949,61.244
UnitedStates3424,3424,-149.907,61.1
UnitedStates3425,3425,-149.044,60.878
UnitedStates3430,3430,-148.692,60.685
UnitedStates3434,3434,-144.765,60.612
UnitedStates5033,5033,-148.176,60.759
UnitedStates5034,5034,-148.043,60.928
UnitedStates5035,5035,-148.017,60.382
UnitedStates5036,5036,-148.079,60.182
UnitedStates5037,5037,-147.917,60.13
UnitedStates5038,5038,-147.82,60.071
UnitedStates5039,5039,-147.649,60.485
UnitedStates5040,5040,-147.008,60.343
UnitedStates5041,5041,-146.421,60.458
UnitedStates5042,5042,-145.825,60.607
UnitedStates5043,5043,-145.188,60.376
UnitedStates3435,3435,-142.066,60.034
UnitedStates5044,5044,-144.226,60.007
UnitedStates3439,3439,-139.95,59.792
UnitedStates3441,3441,-139.648,59.476
UnitedStates4985,4985,-170.285,57.216
UnitedStates4986,4986,-169.675,56.609
UnitedStates3401,3401,-161.882,58.625
UnitedStates3403,3403,-157.689,57.563
UnitedStates3404,3404,-160.539,55.865
UnitedStates3406,3406,-161.941,55.82
UnitedStates3407,3407,-163.063,55.186
UnitedStates3408,3408,-162.121,55.097
UnitedStates4987,4987,-160.717,58.809
UnitedStates5004,5004,-163.412,54.879
UnitedStates5007,5007,-161.802,55.168
UnitedStates5009,5009,-160.55,55.338
UnitedStates5010,5010,-160.183,55.445
UnitedStates5011,5011,-160.477,55.352
UnitedStates5012,5012,-159.932,55.24
UnitedStates3402,3402,-158.186,59.039
UnitedStates5013,5013,-158.77,55.884
UnitedStates5014,5014,-159.514,55.224
UnitedStates5015,5015,-159.381,55.056
UnitedStates5016,5016,-156.988,56.547
UnitedStates5018,5018,-155.65,55.893
UnitedStates3428,3428,-151.208,59.601
UnitedStates5017,5017,-153.401,59.406
UnitedStates5019,5019,-154.42,56.536
UnitedStates5020,5020,-153.511,57.961
UnitedStates5021,5021,-153.33,58.127
UnitedStates5022,5022,-152.473,58.609
UnitedStates5023,5023,-152.431,58.38
UnitedStates5024,5024,-153.937,57.534
UnitedStates5025,5025,-152.353,57.838
UnitedStates5026,5026,-152.33,57.819
UnitedStates5027,5027,-152.374,57.795
UnitedStates5028,5028,-152.772,57.271
UnitedStates5029,5029,-154.185,56.609
UnitedStates5030,5030,-153.936,56.556
UnitedStates5031,5031,-152.999,57.177
UnitedStates5032,5032,-150.669,59.405
UnitedStates3443,3443,-134.035,58.059
UnitedStates5048,5048,-136.453,58.087
UnitedStates5049,5049,-135.162,58.103
UnitedStates5050,5050,-135.717,57.325
UnitedStates5054,5054,-134.94,56.657
UnitedStates5055,5055,-135.357,57.021
UnitedStates5056,5056,-135.084,57.439
UnitedStates5051,5051,-134.919,57.425
UnitedStates5052,5052,-134.664,58.314
UnitedStates5053,5053,-134.126,58.044
UnitedStates5058,5058,-134.2,55.922
UnitedStates5059,5059,-133.919,56.722
UnitedStates5060,5060,-133.194,57.001
UnitedStates5061,5061,-133.373,56.153
UnitedStates5062,5062,-133.464,55.819
UnitedStates5063,5063,-133.688,55.55
UnitedStates5064,5064,-132.87,56.497
UnitedStates5065,5065,-132.564,56.614
UnitedStates5066,5066,-132.956,56.592
UnitedStates5067,5067,-132.912,56.755
UnitedStates5068,5068,-132.893,56.649
UnitedStates5069,5069,-132.685,56.263
UnitedStates5070,5070,-132.761,56.458
UnitedStates5071,5071,-133.015,56.316
UnitedStates5072,5072,-133.504,55.52
UnitedStates5073,5073,-133.515,55.416
UnitedStates5074,5074,-133.291,55.899
UnitedStates5075,5075,-133.347,55.557
UnitedStates5076,5076,-133.359,55.328
UnitedStates5077,5077,-132.37,56.487
UnitedStates5078,5078,-132.057,56.357
UnitedStates5079,5079,-132.298,56.229
UnitedStates5080,5080,-132.457,56.348
UnitedStates5081,5081,-132.83,55.185
UnitedStates5083,5083,-133.19,55.232
UnitedStates5084,5084,-133.628,56.258
UnitedStates5085,5085,-131.855,55.334
UnitedStates5086,5086,-131.696,55.34
UnitedStates5087,5087,-131.647,55.237
UnitedStates5088,5088,-131.437,55.216
UnitedStates5089,5089,-131.343,55.632
UnitedStates5090,5090,-131.688,55.355
UnitedStates5091,5091,-131.304,55.956
UnitedStates4988,4988,-176.128,52.108
UnitedStates4989,4989,-174.42,52.289
UnitedStates4990,4990,-177.088,51.924
UnitedStates4991,4991,-176.076,51.86
UnitedStates4992,4992,-178.209,51.88
UnitedStates4993,4993,-176.348,51.864
UnitedStates4994,4994,-176.633,51.868
UnitedStates4995,4995,-172.41,52.388
UnitedStates4996,4996,-173.543,52.12
UnitedStates4997,4997,-170.611,52.688
UnitedStates4998,4998,-169.95,52.855
UnitedStates4999,4999,-167.948,53.547
UnitedStates5000,5000,-166.637,53.891
UnitedStates5001,5001,-165.906,54.207
UnitedStates5002,5002,-165.576,54.292
UnitedStates5003,5003,-166.163,53.842
UnitedStates5005,5005,-165.065,54.116
UnitedStates5006,5006,-162.333,54.974
UnitedStates5008,5008,-162.763,54.489
UnitedStates5082,5082,-132.741,54.934
UnitedStates5093,5093,-131.319,54.984
UnitedStates11882,11882,173.006,52.996
UnitedStates11895,11895,173.532,52.474
UnitedStates11962,11962,177.639,52.119
UnitedStates11982,11982,178.526,51.985
UnitedStates11989,11989,178.848,51.622
UnitedStates11992,11992,179.607,52.02
Canada3389,3389,-131.145,69.851
Canada3400,3400,-125.396,69.624
Canada5057,5057,-128.097,70.62
Canada5095,5095,-125.857,71.966
Canada5094,5094,-124.191,73.609
Canada5096,5096,-115.685,73.67
Canada5097,5097,-124.684,74.348
Canada5098,5098,-124.257,73.91
Canada5099,5099,-124.031,73.839
Canada5137,5137,-115.249,71.5
Canada5138,5138,-117.859,71.64
Canada5139,5139,-115.732,71.378
Canada5140,5140,-117.406,71.19
Canada5141,5141,-118.209,71.065
Canada5142,5142,-117.726,70.644
Canada5143,5143,-112.196,70.291
Canada5144,5144,-117.349,72.917
Canada5145,5145,-115.712,73.18
Canada5184,5184,-117.005,70.569
Canada5191,5191,-116.357,70.548
Canada5192,5192,-116.131,70.534
Canada5193,5193,-116.306,70.515
Canada5146,5146,-114.862,73.325
Canada5147,5147,-113.865,72.638
Canada5148,5148,-111.46,72.419
Canada5152,5152,-109.788,72.434
Canada5153,5153,-110.249,72.56
Canada5154,5154,-109.795,72.508
Canada5155,5155,-110.276,72.667
Canada5156,5156,-109.783,72.71
Canada5157,5157,-110.736,72.956
Canada5158,5158,-109.701,72.932
Canada5274,5274,-112.056,70.345
Canada3388,3388,-136.553,68.903
Canada5046,5046,-135.528,69.403
Canada5047,5047,-135.404,69.317
Canada3394,3394,-132.812,68.897
Canada3396,3396,-131.068,69.462
Canada3405,3405,-117.248,68.91
Canada5149,5149,-116.82,69.571
Canada3805,3805,-65.596,59.209
Canada3846,3846,-63.351,58.418
Canada7636,7636,-64.474,60.294
Canada7637,7637,-64.825,60.485
Canada7638,7638,-64.468,60.33
Canada3882,3882,-59.668,54.982
Canada7648,7648,-64.051,59.841
Canada7757,7757,-62.012,57.903
Canada7759,7759,-61.878,57.585
Canada7769,7769,-61.84,57.817
Canada7770,7770,-61.79,57.486
Canada7772,7772,-61.715,57.374
Canada7775,7775,-61.7,56.407
Canada7776,7776,-61.354,56.913
Canada7777,7777,-61.086,56.678
Canada7778,7778,-61.463,56.497
Canada7780,7780,-61.108,56.16
Canada7785,7785,-60.741,55.93
Canada3944,3944,-56.507,53.776
Canada3965,3965,-55.845,51.986
Canada3967,3967,-56.431,51.725
Canada3968,3968,-56.919,51.442
Canada3969,3969,-57.209,51.476
Canada7935,7935,-57.962,54.92
Canada7944,7944,-57.029,50.83
Canada7948,7948,-53.744,49.38
Canada7959,7959,-55.903,53.486
Canada7966,7966,-55.52,50.799
Canada7943,7943,-59.056,48.104
Canada7945,7945,-55.541,47.122
Canada7973,7973,-56.049,47.67
Canada7946,7946,-53.003,47.507
Canada7947,7947,-52.859,48.124
Canada7978,7978,-54.597,49.619
Canada7984,7984,-54.079,49.734
Canada8012,8012,-54.175,47.624
Canada8015,8015,-53.8,48.163
Canada4044,4044,-63.932,46.172
Canada4045,4045,-63.281,45.784
Canada4068,4068,-64.387,45.733
Canada4069,4069,-64.422,45.793
Canada3734,3734,-77.279,60.001
Canada3744,3744,-78.128,60.796
Canada3748,3748,-77.509,61.559
Canada3749,3749,-73.563,62.42
Canada3765,3765,-69.701,59.481
Canada3705,3705,-82.116,53.283
Canada3723,3723,-78.999,53.436
Canada3725,3725,-77.657,55.36
Canada3726,3726,-76.933,55.87
Canada3729,3729,-76.522,56.476
Canada3730,3730,-76.788,57.598
Canada3733,3733,-77.891,58.341
Canada3735,3735,-78.479,58.964
Canada3736,3736,-78.537,58.6
Canada3785,3785,-67.923,58.25
Canada3720,3720,-79.528,50.943
Canada3721,3721,-79.333,50.767
Canada3722,3722,-79.741,51.216
Canada3979,3979,-64.809,50.273
Canada3974,3974,-60.633,50.214
Canada3970,3970,-57.808,51.434
Canada3971,3971,-58.492,51.288
Canada3972,3972,-58.954,50.932
Canada3987,3987,-70.45,48.365
Canada3988,3988,-70.931,48.456
Canada3989,3989,-70.983,48.462
Canada3990,3990,-70.99,48.436
Canada3991,3991,-70.431,48.342
Canada3995,3995,-70.471,47.421
Canada4001,4001,-71.295,46.746
Canada4002,4002,-71.292,46.75
Canada4003,4003,-71.231,46.814
Canada4004,4004,-71.146,46.888
Canada4005,4005,-71.05,46.954
Canada4006,4006,-71.295,46.743
Canada4007,4007,-71.285,46.747
Canada4008,4008,-71.264,46.757
Canada4009,4009,-71.223,46.777
Canada4010,4010,-71.181,46.809
Canada4011,4011,-71.148,46.841
Canada4012,4012,-70.474,47.043
Canada7523,7523,-71.12,46.853
Canada7524,7524,-71.128,46.86
Canada7525,7525,-70.813,47.016
Canada3982,3982,-68.759,48.91
Canada3994,3994,-69.769,48.032
Canada4015,4015,-69.76,47.654
Canada4016,4016,-69.562,47.854
Canada4017,4017,-69.489,47.944
Canada4019,4019,-69.301,48.056
Canada4020,4020,-69.18,48.134
Canada4021,4021,-68.917,48.306
Canada4022,4022,-68.565,48.444
Canada4023,4023,-68.074,48.664
Canada4024,4024,-67.613,48.829
Canada4025,4025,-67.593,48.837
Canada4026,4026,-67.542,48.855
Canada4027,4027,-67.206,48.937
Canada4031,4031,-65.272,49.248
Canada4035,4035,-65.17,48.045
Canada4036,4036,-66.629,48.007
Canada7791,7791,-64.161,49.948
Canada7807,7807,-61.499,47.551
Canada7808,7808,-61.872,47.373
Canada7809,7809,-61.848,47.239
Canada4078,4078,-66.473,45.128
Canada5378,5378,-96.375,79.909
Canada5379,5379,-96.802,80.089
Canada5380,5380,-94.694,80.557
Canada5386,5386,-95.922,80.69
Canada5381,5381,-93.547,81.377
Canada5382,5382,-89.208,80.256
Canada5412,5412,-91.784,81.603
Canada5423,5423,-87.739,80.645
Canada5424,5424,-86.879,81.91
Canada5425,5425,-78.841,80.612
Canada5426,5426,-80.602,82.555
Canada5427,5427,-79.742,82.96
Canada5428,5428,-79.279,82.964
Canada5429,5429,-78.849,82.921
Canada5430,5430,-77.317,82.873
Canada5431,5431,-72.733,82.711
Canada5651,5651,-78.191,82.958
Canada5449,5449,-73.945,79.882
Canada5450,5450,-70.497,80.062
Canada5451,5451,-70.627,80.538
Canada5453,5453,-69.238,81.26
Canada5432,5432,-68.977,83.015
Canada5433,5433,-67.676,82.969
Canada5434,5434,-66.303,82.929
Canada5435,5435,-67.427,82.656
Canada5447,5447,-64.938,81.752
Canada7351,7351,-66.58,81.591
Canada5436,5436,-64.664,82.892
Canada5437,5437,-64.336,82.785
Canada5438,5438,-63.388,82.785
Canada5439,5439,-63.736,82.716
Canada5440,5440,-63.232,82.641
Canada5441,5441,-63.232,82.597
Canada5442,5442,-62.937,82.576
Canada5443,5443,-62.346,82.528
Canada5444,5444,-61.245,82.418
Canada5445,5445,-61.181,82.399
Canada5446,5446,-61.078,82.314
Canada5452,5452,-64.444,81.482
Canada5296,5296,-105.655,77.749
Canada5303,5303,-105.519,79.271
Canada5304,5304,-105.025,78.823
Canada5305,5305,-104.435,78.958
Canada5306,5306,-104.016,78.636
Canada5307,5307,-105.045,78.49
Canada5308,5308,-103.898,78.25
Canada5297,5297,-104.131,77.166
Canada5298,5298,-100.442,77.843
Canada5299,5299,-102.967,79.228
Canada5300,5300,-102.378,79.003
Canada5301,5301,-100.062,78.635
Canada5302,5302,-101.962,78.273
Canada5309,5309,-104.669,75.064
Canada5310,5310,-104.752,75.293
Canada5311,5311,-103.822,75.353
Canada5312,5312,-103.228,76.292
Canada5313,5313,-103.96,76.599
Canada5314,5314,-103.834,75.899
Canada5315,5315,-103.968,75.936
Canada5316,5316,-102.433,76.09
Canada5317,5317,-103.601,75.879
Canada5319,5319,-102.942,78.273
Canada5321,5321,-102.216,75.986
Canada5335,5335,-101.649,77.889
Canada5336,5336,-101.791,78.208
Canada5337,5337,-100.534,76.757
Canada5344,5344,-100.898,75.582
Canada5346,5346,-99.054,74.997
Canada5347,5347,-101.087,76.293
Canada5348,5348,-99.81,76.71
Canada5349,5349,-100.123,76.725
Canada5350,5350,-99.683,76.748
Canada5360,5360,-97.501,78.002
Canada5361,5361,-95.83,78.5
Canada5362,5362,-97.112,78.163
Canada5365,5365,-97.282,77.034
Canada5367,5367,-96.028,75.603
Canada5368,5368,-96.468,75.822
Canada5377,5377,-90.92,79.244
Canada5387,5387,-95.589,77.241
Canada5396,5396,-94.961,76.116
Canada5406,5406,-95.899,75.428
Canada5408,5408,-95.451,77.806
Canada5414,5414,-93.169,76.553
Canada5383,5383,-88.82,78.154
Canada5400,5400,-94.717,75.753
Canada5401,5401,-94.84,75.822
Canada5402,5402,-94.861,75.855
Canada5403,5403,-94.902,75.918
Canada5404,5404,-94.43,75.898
Canada5405,5405,-94.623,78.285
Canada5418,5418,-91.112,77.254
Canada5457,5457,-90.53,77.626
Canada5461,5461,-90.085,76.837
Canada5384,5384,-86.953,78.912
Canada5385,5385,-85.5,79.532
Canada5415,5415,-82.827,75.781
Canada5448,5448,-85.919,78.248
Canada5454,5454,-87.553,76.343
Canada5471,5471,-88.093,78.457
Canada5500,5500,-85.269,79.049
Canada5505,5505,-85.265,77.587
France7970,7970,-56.304,47.078
France7972,7972,-56.148,46.805
Ireland8503,8503,-9.581,51.706
Ireland8499,8499,-9.033,53.132
Ireland8500,8500,-9.413,53.002
Ireland8501,8501,-9.467,52.617
Ireland8502,8502,-9.459,52.575
RussianFederation11668,11668,148.666,45.504
RussianFederation11686,11686,150.405,46.214
RussianFederation11695,11695,152.217,47.159
RussianFederation11700,11700,154.194,48.912
RussianFederation11701,11701,154.526,49.16
RussianFederation11704,11704,154.838,49.635
RussianFederation11663,11663,146.409,44.421
RussianFederation11667,11667,146.821,43.869
UnitedKingdom8504,8504,-7.253,55.057
UnitedKingdom8547,8547,-7.321,57.486
UnitedKingdom8549,8549,-7.37,57.655
UnitedKingdom8552,8552,-7.368,57.401
UnitedKingdom8555,8555,-6.178,58.403
UnitedKingdom8560,8560,-6.824,56.537
UnitedKingdom8574,8574,-6.475,56.685
UnitedKingdom8576,8576,-6.363,57.051
UnitedKingdom8578,8578,-6.256,56.622
UnitedKingdom8579,8579,-5.999,57.506
UnitedKingdom8580,8580,-6.368,55.869
UnitedKingdom8581,8581,-6.55,57.547
UnitedKingdom8585,8585,-5.787,56.119
UnitedKingdom8587,8587,-5.414,55.886
UnitedKingdom8591,8591,-5.463,57.116
UnitedKingdom8594,8594,-4.825,55.332
UnitedKingdom8595,8595,-4.982,54.744
UnitedKingdom8788,8788,-5.294,55.717
UnitedKingdom8789,8789,-5.176,55.918
UnitedKingdom8588,8588,-4.916,55.957
UnitedKingdom8589,8589,-4.861,56.065
UnitedKingdom8590,8590,-4.646,55.95
UnitedKingdom8592,8592,-4.652,55.929
UnitedKingdom8593,8593,-4.847,55.664
UnitedKingdom8620,8620,-3.118,58.648
UnitedKingdom8627,8627,-3.974,57.961
UnitedKingdom8628,8628,-3.849,57.821
