segments,segid,longi,lati
RussianFederation2651,2651,101.32,77.129
RussianFederation2652,2652,102.204,77.389
RussianFederation10089,10089,100.048,78.405
RussianFederation10090,10090,100.104,78.447
RussianFederation10091,10091,100.125,78.459
RussianFederation10092,10092,100.152,78.475
RussianFederation10093,10093,100.238,78.638
RussianFederation10094,10094,100.384,78.746
RussianFederation10095,10095,100.426,78.759
RussianFederation10096,10096,100.52,78.779
RussianFederation10097,10097,100.582,78.792
RussianFederation10098,10098,101.081,78.745
RussianFederation10099,10099,100.782,78.889
RussianFederation10100,10100,100.803,78.908
RussianFederation10101,10101,100.824,78.924
RussianFederation10102,10102,100.851,78.945
RussianFederation10103,10103,100.891,78.974
RussianFederation10104,10104,100.936,78.992
RussianFederation10105,10105,100.957,79
RussianFederation10106,10106,101.577,78.977
RussianFederation10107,10107,101.083,79.149
RussianFederation10108,10108,101.423,79.239
RussianFederation10109,10109,101.539,79.333
RussianFederation10110,10110,101.959,79.269
RussianFederation10111,10111,102.143,79.341
RussianFederation2631,2631,111.98,76.391
RussianFederation2633,2633,107.913,76.691
RussianFederation2634,2634,108.077,76.734
RussianFederation10182,10182,106.79,77.47
RussianFederation10187,10187,107.543,77.343
RussianFederation2629,2629,110.85,74.535
RussianFederation2630,2630,113.231,75.697
RussianFederation10220,10220,112.114,76.634
RussianFederation10227,10227,113.271,76.361
RussianFederation10228,10228,113.119,76.37
RussianFederation10229,10229,113.281,76.406
RussianFederation2667,2667,79.948,72.222
RussianFederation2672,2672,78.816,72.375
RussianFederation2673,2673,77.541,72.065
RussianFederation9518,9518,78.856,72.967
RussianFederation2658,2658,82.825,73.659
RussianFederation2659,2659,80.262,73.316
RussianFederation2660,2660,80.564,73.221
RussianFederation2661,2661,80.239,73.176
RussianFederation2662,2662,80.794,72.488
RussianFederation2663,2663,82.193,72.094
RussianFederation2664,2664,83.231,71.144
RussianFederation2665,2665,82.951,70.93
RussianFederation2666,2666,82.306,70.225
RussianFederation2668,2668,80.821,72.088
RussianFederation2669,2669,80.786,72.042
RussianFederation2670,2670,80.799,72.07
RussianFederation2671,2671,83.18,71.732
RussianFederation9522,9522,80.208,73.515
RussianFederation9523,9523,80.057,73.556
RussianFederation9524,9524,80.293,73.565
RussianFederation9540,9540,82.413,70.987
RussianFederation9542,9542,82.445,74.072
RussianFederation9543,9543,82.349,74.137
RussianFederation9544,9544,82.626,74.145
RussianFederation9551,9551,83.437,70.766
RussianFederation9552,9552,82.826,70.24
RussianFederation9553,9553,83.084,70.98
RussianFederation9554,9554,83.089,74.142
RussianFederation9555,9555,83.6,70.479
RussianFederation9556,9556,83.471,70.578
RussianFederation9591,9591,84.025,74.026
RussianFederation9636,9636,84.796,74.506
RussianFederation2655,2655,86.342,74.258
RussianFederation2656,2656,87.663,73.883
RussianFederation2657,2657,86.511,73.158
RussianFederation9725,9725,85.405,74.578
RussianFederation9727,9727,85.384,74.435
RussianFederation9751,9751,85.156,74.766
RussianFederation9775,9775,86.023,74.563
RussianFederation9895,9895,86.887,73.701
RussianFederation9913,9913,86.643,74.806
RussianFederation9957,9957,86.569,74.976
RussianFederation9959,9959,87.229,73.803
RussianFederation2624,2624,110.121,74.019
RussianFederation2626,2626,107.753,73.17
RussianFederation2627,2627,106.727,73.319
RussianFederation2628,2628,107.133,73.538
RussianFederation2623,2623,113.428,73.612
RussianFederation2625,2625,110.883,73.728
RussianFederation9387,9387,58.68,70.288
RussianFederation2724,2724,46.148,68.27
RussianFederation2725,2725,44.175,66.381
RussianFederation2722,2722,49.253,67.88
RussianFederation2723,2723,48.273,67.678
RussianFederation9286,9286,49.803,69.358
RussianFederation2717,2717,59.854,68.595
RussianFederation2718,2718,54.241,68.207
RussianFederation2719,2719,53.434,68.245
RussianFederation2720,2720,53.312,68.341
RussianFederation2721,2721,52.997,68.798
RussianFederation9292,9292,51.433,68.483
RussianFederation9359,9359,57.918,68.801
RussianFederation9382,9382,58.776,69.337
RussianFederation2716,2716,66.572,68.908
RussianFederation2622,2622,115.284,73.695
RussianFederation10222,10222,112.064,74.546
RussianFederation2621,2621,120.398,72.89
RussianFederation2618,2618,126.03,72.289
RussianFederation2619,2619,121.588,72.97
RussianFederation2620,2620,121.037,72.931
RussianFederation2614,2614,128.89,71.745
RussianFederation2615,2615,129.083,71.916
RussianFederation2616,2616,129.095,71.605
RussianFederation2617,2617,128.174,72.137
RussianFederation2609,2609,135.546,71.607
RussianFederation2610,2610,132.44,71.817
RussianFederation2611,2611,130.579,70.869
RussianFederation2612,2612,130.72,70.95
RussianFederation2613,2613,130.884,70.783
RussianFederation2597,2597,139.274,71.414
RussianFederation2598,2598,139.696,71.762
RussianFederation2599,2599,139.354,71.941
RussianFederation2600,2600,139.704,72.053
RussianFederation2601,2601,139.745,72.099
RussianFederation2602,2602,139.791,72.126
RussianFederation2603,2603,139.884,72.23
RussianFederation2604,2604,139.092,72.236
RussianFederation2605,2605,139.723,72.501
RussianFederation2606,2606,138.193,71.323
RussianFederation2607,2607,137.911,71.142
RussianFederation2608,2608,137.453,71.341
RussianFederation2587,2587,146.492,72.307
RussianFederation2588,2588,143.963,72.657
RussianFederation2589,2589,143.851,72.651
RussianFederation2590,2590,143.801,72.652
RussianFederation2591,2591,142.722,72.701
RussianFederation2592,2592,140.916,72.552
RussianFederation2593,2593,140.707,72.791
RussianFederation2594,2594,140.686,72.797
RussianFederation2595,2595,140.585,72.866
RussianFederation2596,2596,141.168,72.863
RussianFederation2585,2585,149.867,71.478
RussianFederation2586,2586,149.763,72.093
RussianFederation2583,2583,157.072,71.084
RussianFederation2584,2584,151.564,71.313
RussianFederation2577,2577,163.788,69.706
RussianFederation2578,2578,162.425,69.669
RussianFederation2579,2579,162.209,69.637
RussianFederation2580,2580,161.506,69.06
RussianFederation2581,2581,161.278,69.039
RussianFederation2582,2582,160.499,69.683
RussianFederation11445,11445,137.358,75.066
RussianFederation11446,11446,136.863,75.348
RussianFederation11447,11447,137.19,75.476
RussianFederation11448,11448,137.072,75.721
RussianFederation11449,11449,137.429,75.883
RussianFederation11450,11450,138.091,76.096
RussianFederation11451,11451,139.66,75.977
RussianFederation11452,11452,142.922,75.13
RussianFederation11469,11469,140.643,75.7
RussianFederation11470,11470,140.885,76.067
RussianFederation11471,11471,140.851,76.094
RussianFederation11472,11472,141.076,76.113
RussianFederation10271,10271,115.963,74.367
RussianFederation10353,10353,120.009,73.161
RussianFederation10438,10438,122.027,72.953
RussianFederation10442,10442,122.529,72.92
RussianFederation10451,10451,124.504,73.945
RussianFederation10501,10501,123.807,72.794
RussianFederation10502,10502,123.326,73.056
RussianFederation10503,10503,125.268,73.535
RussianFederation10454,10454,125.753,73.613
RussianFederation10510,10510,126.63,73.465
RussianFederation10512,10512,126.635,72.985
RussianFederation10513,10513,126.831,73.52
RussianFederation10514,10514,128.026,73.431
RussianFederation10515,10515,128.963,73.169
RussianFederation10516,10516,128.046,72.796
RussianFederation10521,10521,126.589,72.364
RussianFederation10525,10525,126.927,72.021
RussianFederation10631,10631,129.276,72.71
RussianFederation10638,10638,127.415,73.527
RussianFederation10666,10666,128.425,72.656
RussianFederation10676,10676,129.019,72.954
RussianFederation10677,10677,127.606,72.626
RussianFederation10678,10678,128.433,72.9
RussianFederation11359,11359,137.14,71.555
RussianFederation11429,11429,138.625,71.706
RussianFederation11442,11442,139.52,74.782
RussianFederation11443,11443,138.474,74.749
RussianFederation11444,11444,137.863,74.864
RussianFederation11614,11614,141.463,73.333
RussianFederation11615,11615,139.654,73.401
RussianFederation11616,11616,140.277,73.457
RussianFederation11461,11461,140.281,73.946
RussianFederation11462,11462,140.076,74.114
RussianFederation11463,11463,140.13,74.207
RussianFederation11464,11464,140.15,74.214
RussianFederation11465,11465,141.043,74.233
RussianFederation11617,11617,140.748,73.668
RussianFederation11618,11618,140.769,73.689
RussianFederation11619,11619,140.79,73.71
RussianFederation11620,11620,140.811,73.732
RussianFederation11621,11621,140.833,73.75
RussianFederation11622,11622,142.511,73.839
RussianFederation11724,11724,161.594,69.611
RussianFederation11725,11725,161.211,69.51
RussianFederation11736,11736,161.76,69.651
RussianFederation2968,2968,21.199,55.107
RussianFederation2969,2969,20.602,54.94
RussianFederation2975,2975,20.71,55.089
RussianFederation2976,2976,19.926,54.894
RussianFederation2977,2977,20.021,54.949
RussianFederation2979,2979,19.949,54.75
RussianFederation2980,2980,19.918,54.707
RussianFederation2981,2981,19.889,54.633
RussianFederation2982,2982,19.953,54.677
RussianFederation2983,2983,20.025,54.718
RussianFederation2978,2978,20.24,54.944
RussianFederation2984,2984,20.134,54.704
RussianFederation2985,2985,20.229,54.693
RussianFederation2986,2986,20.355,54.68
RussianFederation2987,2987,20.334,54.649
RussianFederation2988,2988,20.269,54.621
Turkey543,543,26.355,40.608
Turkey717,717,26.244,39.471
Turkey9247,9247,25.946,40.233
Turkey723,723,26.326,38.338
UnitedKingdom8828,8828,-2.199,49.26
Georgia665,665,40.731,43.089
Georgia666,666,41.005,42.987
Georgia667,667,41.188,42.796
Georgia668,668,41.513,42.587
Georgia669,669,41.612,42.314
Georgia672,672,41.761,41.959
Georgia673,673,41.75,41.766
Georgia674,674,41.624,41.637
Georgia675,675,41.575,41.581
Georgia676,676,41.55,41.547
Georgia670,670,41.662,42.122
Georgia671,671,41.716,42.034
Greece9261,9261,27.201,35.818
Greece9262,9262,28.152,36.429
Greece9242,9242,24.775,35.408
Greece9245,9245,24.72,35.091
Greece9241,9241,24.879,34.934
Greece9244,9244,24.985,34.931
Greece9243,9243,25.129,34.945
Japan11578,11578,141.664,45.358
Japan11579,11579,142.519,45.04
Japan11612,11612,141.006,45.449
Japan11625,11625,141.214,45.248
Japan11485,11485,139.517,42.225
Japan11570,11570,139.871,42.657
Japan11564,11564,140.574,42.578
Japan11565,11565,141.193,41.794
Japan11566,11566,140.938,42.313
Japan11567,11567,141.505,42.589
Japan11568,11568,141.989,42.502
Japan11569,11569,143.325,42.089
Japan11571,11571,144.78,43.034
Japan11572,11572,141.021,43.173
Japan11574,11574,141.369,43.251
Japan11575,11575,141.347,43.684
Japan11576,11576,141.668,44.313
Japan11577,11577,145.006,44.091
Japan11580,11580,143.111,44.498
Japan11581,11581,143.718,44.129
Japan11573,11573,145.463,43.251
Japan11389,11389,139.964,40.103
Japan11390,11390,141.041,40.9
Japan11399,11399,141.418,40.731
Japan11400,11400,141.986,39.754
Japan11373,11373,137.484,36.942
Japan11374,11374,137.621,36.971
Japan11375,11375,137.882,37.048
Japan11376,11376,138.32,37.216
Japan11377,11377,138.781,37.676
Japan11378,11378,139.273,38.017
Japan11379,11379,139.453,38.351
Japan11382,11382,139.673,38.701
Japan11383,11383,140.067,39.643
Japan11478,11478,138.517,38.304
Japan11401,11401,141.54,38.562
Japan11404,11404,141.284,38.4
Japan11408,11408,141.011,38.257
Japan11410,11410,140.927,38.05
Japan11411,11411,140.918,37.968
Japan11412,11412,141.002,37.753
Japan11413,11413,141.002,37.171
Japan11414,11414,140.798,36.861
Japan11422,11422,140.685,36.641
Japan11363,11363,135.476,35.541
Japan11366,11366,135.481,35.517
Japan11367,11367,135.499,35.5
Japan11368,11368,135.964,35.645
Japan11369,11369,136.986,37.41
Japan11370,11370,136.062,36.109
Japan11371,11371,136.993,36.858
Japan11372,11372,137.213,36.745
Japan11393,11393,136.718,35.011
Japan11394,11394,136.747,35.022
Japan11395,11395,136.786,35.044
Japan11396,11396,136.895,34.71
Japan11403,11403,138.766,34.814
Japan11405,11405,139.102,35.099
Japan11406,11406,139.115,35.118
Japan11397,11397,137.133,34.645
Japan11398,11398,137.591,34.669
Japan11402,11402,138.141,34.605
Japan11563,11563,139.158,34.24
Japan11583,11583,139.281,34.427
Japan11584,11584,139.37,34.798
Japan11613,11613,139.533,34.126
Japan11623,11623,139.59,33.896
Japan11624,11624,139.62,33.851
Japan11628,11628,139.679,33.137
Japan11629,11629,139.768,33.16
Japan11630,11630,139.763,32.47
Japan11407,11407,139.23,35.269
Japan11409,11409,139.656,35.284
Japan11415,11415,140.022,35.649
Japan11416,11416,140.039,35.037
Japan11417,11417,140.836,35.739
Japan11418,11418,140.833,35.749
Japan11419,11419,140.805,35.785
Japan11420,11420,140.755,35.851
Japan11421,11421,140.584,36.132
Japan11361,11361,134.372,35.599
Japan11362,11362,135.19,35.758
Japan11364,11364,132.874,35.496
Japan11391,11391,136.811,34.246
Japan11365,11365,132.214,33.995
Japan11380,11380,134.304,34.703
Japan11381,11381,134.624,34.773
Japan11384,11384,135.095,34.624
Japan11427,11427,135.001,34.593
Japan11385,11385,135.351,34.713
Japan11386,11386,135.442,34.533
Japan11387,11387,135.211,34.344
Japan11388,11388,135.295,33.761
Japan11392,11392,135.927,33.553
Japan11334,11334,132.636,32.777
Japan11335,11335,132.725,33.901
Japan11336,11336,134.007,33.41
Japan11425,11425,134.241,34.528
Japan3286,3286,129.963,28.279
Japan11126,11126,128.741,32.788
Japan11164,11164,129.275,34.309
Japan11166,11166,129.127,33.088
Japan11170,11170,129.428,34.679
Japan11174,11174,129.554,33.388
Japan11180,11180,129.728,33.851
Japan11186,11186,129.688,31.705
Japan11187,11187,129.687,31.692
Japan11188,11188,129.69,31.692
Japan11189,11189,129.778,31.759
Japan11194,11194,129.841,31.819
Japan11195,11195,129.866,31.877
Japan11196,11196,130.159,32.541
Japan11210,11210,129.917,30.818
Japan11212,11212,129.929,30.85
Japan11213,11213,129.938,30.813
Japan11214,11214,129.965,30.831
Japan11242,11242,129.637,32.947
Japan11227,11227,130.312,32.507
Japan11229,11229,130.181,30.484
Japan11239,11239,130.523,30.445
Japan11240,11240,131.08,31.451
Japan11241,11241,131.654,33.241
Japan11243,11243,130.649,31.272
Japan11244,11244,131.559,32.187
Japan11249,11249,131.045,30.835
Japan11185,11185,129.197,29.16
Japan11208,11208,129.559,28.455
Japan11211,11211,129.722,29.665
Japan11224,11224,129.874,29.874
Japan11225,11225,129.903,29.812
Japan11226,11226,129.912,29.998
Japan11280,11280,133.091,36.135
Japan11283,11283,133.002,36.026
Japan11284,11284,133.128,36.095
Japan11333,11333,133.309,36.319
Japan11273,11273,132.298,33.921
Japan11277,11277,132.457,34.272
Mexico5397,5397,-115.271,28.342
Portugal8226,8226,-31.204,39.52
Portugal8240,8240,-28.651,38.511
Portugal8241,8241,-28.799,38.614
Portugal8242,8242,-28.622,38.526
Portugal8245,8245,-28.363,38.544
Portugal8247,8247,-28.276,38.741
Portugal8273,8273,-27.153,38.634
Portugal8274,8274,-27.187,38.643
Portugal8275,8275,-27.229,38.647
Portugal8276,8276,-27.271,38.65
Portugal8277,8277,-27.341,38.794
Portugal8278,8278,-27.085,38.771
Portugal8279,8279,-27.043,38.659
Portugal8321,8321,-25.499,37.715
Portugal8322,8322,-25.583,37.73
Portugal8323,8323,-25.667,37.736
Portugal8324,8324,-25.842,37.902
Portugal8325,8325,-25.563,37.826
Portugal8326,8326,-25.135,37.825
Portugal8346,8346,-25.183,37.008
Portugal8429,8429,-16.972,32.649
Portugal8430,8430,-17.021,32.664
Portugal8431,8431,-17.156,32.862
Portugal8432,8432,-16.756,32.71
Portugal8433,8433,-16.909,32.638
RussianFederation2571,2571,170.558,69.774
RussianFederation2572,2572,170.405,70.115
RussianFederation2573,2573,171.678,70.025
RussianFederation2574,2574,170.552,68.822
RussianFederation2575,2575,168.532,69.21
RussianFederation2576,2576,166.484,69.517
RussianFederation2568,2568,173.352,69.887
RussianFederation2569,2569,170.56,69.601
RussianFederation2570,2570,170.123,69.615
RussianFederation2561,2561,177.095,64.776
RussianFederation2563,2563,179.441,64.814
RussianFederation2564,2564,180,65.547
RussianFederation2556,2556,172.569,61.186
RussianFederation2557,2557,177.809,62.566
RussianFederation2558,2558,178.478,64.119
RussianFederation2559,2559,177.427,64.623
RussianFederation2560,2560,176.113,64.583
RussianFederation2562,2562,178.667,64.632
RussianFederation11823,11823,168.358,70.012
RussianFederation2738,2738,33.717,66.426
RussianFederation2739,2739,32.81,67.004
RussianFederation2745,2745,33.086,69.083
RussianFederation2746,2746,33.044,69.07
RussianFederation2747,2747,33.025,68.964
RussianFederation2748,2748,33.067,69.053
RussianFederation2749,2749,33.171,69.073
RussianFederation2750,2750,34.332,69.318
RussianFederation9263,9263,33.995,69.383
RussianFederation2740,2740,38.178,66.068
RussianFederation2742,2742,40.364,67.848
RussianFederation2743,2743,37.103,68.861
RussianFederation2741,2741,40.764,66.601
RussianFederation2708,2708,70.03,72.894
RussianFederation2709,2709,68.333,71.73
RussianFederation2710,2710,67.295,71.344
RussianFederation2711,2711,66.621,71.047
RussianFederation2712,2712,66.823,69.884
RussianFederation9497,9497,69.987,73.021
RussianFederation9498,9498,69.867,73.04
RussianFederation9499,9499,71.255,73.278
RussianFederation2682,2682,73.213,71.512
RussianFederation2701,2701,72.516,70
RussianFederation2702,2702,72.689,70.602
RussianFederation2703,2703,71.925,71.379
RussianFederation2704,2704,72.803,72.392
RussianFederation2705,2705,72.879,72.293
RussianFederation2706,2706,72.541,71.938
RussianFederation2707,2707,72.639,72.747
RussianFederation9502,9502,71.275,73.413
RussianFederation9505,9505,74.216,73.111
RussianFederation9506,9506,74.961,73.055
RussianFederation9507,9507,74.686,73.058
RussianFederation2674,2674,77.362,71.324
RussianFederation2675,2675,78.571,70.917
RussianFederation2676,2676,76.925,71.073
RussianFederation2677,2677,75.233,71.401
RussianFederation2678,2678,75.324,71.954
RussianFederation2679,2679,75.758,72.29
RussianFederation2680,2680,75.562,72.47
RussianFederation2681,2681,75.668,72.584
RussianFederation9508,9508,76.04,73.542
RussianFederation9509,9509,76.391,73.196
RussianFederation9511,9511,76.094,73.535
RussianFederation9512,9512,78.132,72.582
RussianFederation2696,2696,70.25,66.357
RussianFederation2697,2697,69.474,66.497
RussianFederation2698,2698,70.433,66.686
RussianFederation2713,2713,69.007,68.909
RussianFederation2714,2714,68.723,68.477
RussianFederation2715,2715,68.361,68.205
RussianFederation9491,9491,65.967,69.103
RussianFederation9492,9492,67.022,69.449
RussianFederation9493,9493,67.155,69.572
RussianFederation9500,9500,69.495,66.766
RussianFederation2683,2683,75.222,69.182
RussianFederation2693,2693,74.586,67.619
RussianFederation2694,2694,72.141,66.262
RussianFederation2695,2695,71.26,66.362
RussianFederation2699,2699,71.497,66.945
RussianFederation2700,2700,73.446,68.43
RussianFederation2684,2684,77.238,68.978
RussianFederation2685,2685,77.9,68.23
RussianFederation2686,2686,78.893,67.563
RussianFederation2687,2687,77.279,68.114
RussianFederation2688,2688,77.253,68.079
RussianFederation2689,2689,77.243,67.84
RussianFederation2690,2690,77.18,68.277
RussianFederation2691,2691,76.722,68.735
RussianFederation2692,2692,76.065,68.968
RussianFederation2737,2737,34.95,64.649
RussianFederation2734,2734,37.079,63.898
RussianFederation2730,2730,40.493,65.823
RussianFederation2732,2732,37.194,65.181
RussianFederation2726,2726,44.103,66.125
RussianFederation2727,2727,43.87,66.172
RussianFederation2728,2728,43.517,65.977
RussianFederation2729,2729,43.104,66.425
RussianFederation9279,9279,42.451,66.777
RussianFederation9280,9280,42.72,66.708
RussianFederation9281,9281,42.69,66.686
RussianFederation2731,2731,40.066,64.618
RussianFederation2733,2733,37.829,63.908
RussianFederation2735,2735,37.583,63.875
RussianFederation2736,2736,37.584,63.878
RussianFederation9278,9278,40.191,64.641
RussianFederation2532,2532,160.17,60.691
RussianFederation2533,2533,163.139,61.628
RussianFederation2534,2534,163.212,62.507
RussianFederation2535,2535,165.504,62.448
RussianFederation2536,2536,164.079,62.187
RussianFederation2537,2537,163.752,61.445
RussianFederation2538,2538,163.437,60.846
RussianFederation2539,2539,160.635,59.576
RussianFederation2554,2554,162.883,59.128
RussianFederation2555,2555,166.538,60.001
RussianFederation2540,2540,157.429,57.789
RussianFederation2541,2541,156.636,57.08
RussianFederation2542,2542,156.144,56.81
RussianFederation2543,2543,155.808,56.293
RussianFederation2544,2544,155.646,55.903
RussianFederation2545,2545,155.982,53.552
RussianFederation2552,2552,163.348,56.221
RussianFederation2553,2553,163.117,57.837
RussianFederation11753,11753,164.46,59.212
RussianFederation2945,2945,29.927,60.052
RussianFederation2947,2947,29.521,59.97
RussianFederation2948,2948,29.885,59.913
RussianFederation2530,2530,154.277,59.629
RussianFederation2531,2531,159.633,61.697
RussianFederation2524,2524,146.216,59.177
RussianFederation2525,2525,148.537,59.246
RussianFederation2526,2526,149.58,59.771
RussianFederation2527,2527,150.576,59.532
RussianFederation2528,2528,151.015,59.585
RussianFederation2529,2529,152.142,59.194
RussianFederation11681,11681,150.663,59.154
RussianFederation2550,2550,160.654,54.494
RussianFederation2551,2551,162.683,56.49
RussianFederation2546,2546,156.49,51.635
RussianFederation2547,2547,156.662,51.238
RussianFederation2548,2548,158.287,51.979
RussianFederation2549,2549,158.64,53.018
RussianFederation2520,2520,135.274,54.716
RussianFederation2521,2521,140.733,58.266
RussianFederation2522,2522,142.556,59.229
RussianFederation2523,2523,144.748,59.394
RussianFederation2518,2518,140.773,53.557
RussianFederation2519,2519,138.277,53.593
RussianFederation2512,2512,140.529,50.143
RussianFederation2513,2513,140.582,50.911
RussianFederation2514,2514,140.863,51.359
RussianFederation2515,2515,141.083,51.679
RussianFederation2516,2516,141.442,52.149
RussianFederation2517,2517,141.201,52.843
RussianFederation2511,2511,139.739,48.146
RussianFederation2508,2508,136.19,44.526
RussianFederation2509,2509,140.475,49.422
RussianFederation2510,2510,140.37,48.938
RussianFederation11423,11423,137.16,55.12
RussianFederation11434,11434,137.646,55.192
RussianFederation11432,11432,137.589,54.55
RussianFederation11435,11435,137.91,54.508
RussianFederation631,631,38.722,47.24
RussianFederation632,632,38.827,47.17
RussianFederation633,633,38.854,47.182
RussianFederation634,634,38.893,47.2
RussianFederation635,635,38.914,47.21
RussianFederation636,636,38.938,47.228
RussianFederation637,637,38.956,47.253
RussianFederation638,638,39.104,47.279
RussianFederation639,639,39.26,47.257
RussianFederation640,640,39.292,47.133
RussianFederation641,641,39.27,47.013
RussianFederation642,642,38.966,46.965
RussianFederation643,643,38.501,46.86
RussianFederation2493,2493,131.534,43.011
RussianFederation2494,2494,131.705,43.17
RussianFederation2495,2495,131.725,43.191
RussianFederation2496,2496,131.746,43.213
RussianFederation2497,2497,131.875,43.322
RussianFederation2498,2498,132.046,43.284
RussianFederation2499,2499,132.025,43.264
RussianFederation2500,2500,131.952,43.066
RussianFederation2501,2501,132.271,43.272
RussianFederation2502,2502,132.315,43.311
RussianFederation2503,2503,132.35,43.293
RussianFederation2504,2504,132.35,43.165
RussianFederation2505,2505,132.298,43.021
RussianFederation2506,2506,132.352,42.853
RussianFederation2507,2507,132.772,42.859
RussianFederation11223,11223,131.852,43.059
RussianFederation11585,11585,142.543,53.451
RussianFederation11586,11586,141.853,52.767
RussianFederation11587,11587,142.747,53.649
RussianFederation11588,11588,142.502,54.258
RussianFederation11589,11589,141.716,51.855
RussianFederation11590,11590,141.899,51.591
RussianFederation11591,11591,142.068,49.247
RussianFederation11596,11596,143.095,53.566
RussianFederation11597,11597,143.272,52.416
RussianFederation11598,11598,143.329,51.572
RussianFederation11599,11599,144.228,49.399
RussianFederation11707,11707,156.11,50.755
RussianFederation11708,11708,155.533,50.932
RussianFederation11711,11711,156.302,50.83
RussianFederation11592,11592,142.054,47.062
RussianFederation11593,11593,141.965,46.874
RussianFederation11594,11594,141.876,46.707
RussianFederation11595,11595,141.898,46.277
RussianFederation11600,11600,142.214,46.072
RussianFederation11601,11601,142.421,46.581
RussianFederation11602,11602,142.808,47.416
RussianFederation11603,11603,142.907,47.367
RussianFederation11604,11604,143.566,46.448
RussianFederation11605,11605,142.854,46.596
RussianFederation11606,11606,142.746,46.652
RussianFederation11607,11607,143.383,49.317
RussianFederation11608,11608,142.591,47.644
RussianFederation11609,11609,142.532,47.939
RussianFederation11610,11610,142.967,49.03
RussianFederation11611,11611,142.748,48.48
RussianFederation644,644,38.366,46.745
RussianFederation645,645,38.582,46.692
RussianFederation646,646,38.261,46.722
RussianFederation647,647,37.886,46.419
RussianFederation648,648,38.465,46.026
RussianFederation649,649,38.085,46.013
RussianFederation650,650,37.612,45.417
RussianFederation651,651,37.238,45.293
RussianFederation652,652,36.955,45.276
RussianFederation653,653,37.164,44.993
RussianFederation654,654,37.249,44.949
RussianFederation655,655,37.333,44.807
RussianFederation656,656,37.482,44.673
RussianFederation657,657,37.735,44.633
RussianFederation658,658,37.808,44.714
RussianFederation659,659,37.912,44.655
RussianFederation660,660,38.214,44.385
RussianFederation661,661,38.852,44.186
RussianFederation662,662,39.171,44.003
Spain8445,8445,-17.867,28.494
Spain8446,8446,-17.905,28.608
Spain8447,8447,-17.76,28.819
Spain8452,8452,-18.026,27.778
Spain8469,8469,-17.207,28.191
Spain8476,8476,-16.689,28.016
Spain8477,8477,-16.893,28.315
Spain8478,8478,-16.604,28.385
Spain8550,8550,-13.903,28.754
Spain8557,8557,-13.583,29.146
Spain8558,8558,-13.563,28.95
Spain8559,8559,-13.695,28.917
Turkey677,677,41.393,41.379
Ukraine630,630,38.014,47.096
Ukraine625,625,36.954,46.841
Ukraine626,626,37.266,46.925
Ukraine627,627,37.477,47.026
Ukraine628,628,37.574,47.086
Ukraine629,629,37.722,47.071
Ukraine573,573,31.157,46.624
Ukraine574,574,31.528,46.619
Ukraine575,575,31.919,46.923
Ukraine576,576,31.74,47.217
Ukraine577,577,31.996,46.968
Ukraine578,578,31.942,46.811
Ukraine579,579,32.241,46.6
Ukraine583,583,32.247,46.476
Ukraine584,584,31.518,46.576
Ukraine585,585,32.425,46.089
Ukraine566,566,30.225,45.862
Ukraine567,567,30.466,46.06
Ukraine568,568,30.696,46.3
Ukraine569,569,30.738,46.347
Ukraine570,570,30.788,46.459
Ukraine571,571,30.957,46.587
Ukraine572,572,31.104,46.618
Ukraine619,619,34.566,46.16
Ukraine621,621,34.988,46.08
Ukraine620,620,35.242,46.416
Ukraine622,622,35.731,46.574
Ukraine623,623,36.475,46.741
Ukraine624,624,36.792,46.762
Ukraine586,586,33.632,45.991
Ukraine587,587,33.768,45.927
Ukraine588,588,32.696,45.541
Ukraine589,589,33.33,45.172
Ukraine590,590,33.428,45.172
Ukraine591,591,33.47,45.151
Ukraine592,592,33.51,45.131
Ukraine593,593,33.531,45.118
Ukraine594,594,33.556,45.098
Ukraine595,595,33.612,44.963
Ukraine614,614,35.209,45.489
Ukraine615,615,34.698,46.097
Ukraine616,616,35.175,45.5
Ukraine617,617,34.555,45.963
Ukraine618,618,33.714,46.158
Ukraine602,602,35.419,45.067
Ukraine603,603,35.573,45.12
Ukraine604,604,35.752,45.069
Ukraine605,605,36.239,45.009
Ukraine606,606,36.359,45.457
Ukraine607,607,36.637,45.365
Ukraine608,608,36.622,45.335
Ukraine609,609,36.593,45.332
Ukraine610,610,36.471,45.313
Ukraine611,611,36.415,45.215
Ukraine612,612,36.41,45.197
Ukraine613,613,35.804,45.377
Ukraine596,596,33.525,44.751
Ukraine597,597,33.408,44.546
Ukraine598,598,33.77,44.389
Ukraine599,599,34.142,44.442
Ukraine600,600,34.345,44.566
Ukraine601,601,34.831,44.823
Ukraine580,580,32.622,46.637
Ukraine581,581,32.625,46.625
Ukraine582,582,32.606,46.609
Bermuda7942,7942,-64.677,32.379
Canada7717,7717,-66.763,44.799
Japan11177,11177,128.663,27.424
Japan11178,11178,128.616,27.412
Japan11184,11184,128.948,27.906
Japan11279,11279,131.249,25.869
Japan11281,11281,131.303,25.953
Japan10880,10880,126.749,26.343
Japan10881,10881,126.83,26.343
Japan10882,10882,126.741,26.382
Japan10883,10883,126.832,26.344
Japan10884,10884,126.834,26.352
Japan10885,10885,126.839,26.347
Japan10886,10886,126.9,26.356
Japan11109,11109,127.278,26.212
Japan11115,11115,127.312,26.249
Japan11116,11116,127.365,26.224
