segments,s1,s10,s100,s1000,smax
Denmark7193,0,0.132,0.269,0.409,3.409
Denmark7194,0,0.132,0.269,0.409,3.409
Denmark7195,0,0.118,0.237,0.359,3.359
Denmark7196,0,0.235,0.487,0.755,3.755
Denmark7207,0,0.119,0.241,0.365,3.365
Denmark7208,0,0.121,0.244,0.371,3.371
Denmark7209,0,0.125,0.253,0.384,3.384
Denmark7210,0,0.206,0.425,0.657,3.657
Denmark7211,0,0.127,0.258,0.393,3.393
Denmark7192,0,0.129,0.26,0.395,3.395
Denmark7199,0,0.14,0.286,0.437,3.437
Denmark7200,0,0.15,0.305,0.467,3.467
Denmark7201,0,0.166,0.341,0.523,3.523
Denmark7202,0,0.182,0.374,0.576,3.576
Denmark7203,0,0.14,0.286,0.437,3.437
Denmark7204,0,0.176,0.362,0.557,3.557
Denmark7205,0,0.13,0.264,0.402,3.402
Denmark7212,0,0.192,0.397,0.611,3.611
Denmark7213,0,0.175,0.358,0.551,3.551
Denmark7214,0,0.136,0.276,0.42,3.42
Denmark7215,0,0.124,0.251,0.381,3.381
Denmark7216,0,0.176,0.362,0.557,3.557
Denmark7219,0,0.136,0.276,0.42,3.42
Denmark7225,0,0.138,0.281,0.428,3.428
Denmark7226,0,0.199,0.411,0.635,3.635
Denmark7227,0,0.132,0.269,0.409,3.409
Denmark7229,0,0.119,0.24,0.364,3.364
Denmark7232,0,0.114,0.23,0.348,3.348
Denmark8248,0,0.186,0.385,0.593,3.593
Denmark8250,0,0.186,0.383,0.59,3.59
Denmark8272,0,0.209,0.433,0.669,3.669
Denmark8280,0,0.244,0.506,0.785,3.785
Denmark8282,0,0.123,0.249,0.378,3.378
Denmark8283,0,0.153,0.313,0.478,3.478
Denmark8284,0,0.127,0.257,0.39,3.39
Denmark8285,0,0.122,0.247,0.375,3.375
Denmark8286,0,0.132,0.268,0.407,3.407
Denmark8287,0,0.118,0.239,0.362,3.362
Denmark8289,0,0.148,0.301,0.46,3.46
Denmark8290,0,0.12,0.242,0.367,3.367
Denmark8293,0,0.197,0.406,0.626,3.626
Denmark8307,0,0.155,0.317,0.486,3.486
Denmark7206,0,0.157,0.321,0.492,3.492
Denmark7220,0,0.141,0.287,0.438,3.438
Denmark7221,0,0.146,0.298,0.456,3.456
Denmark7222,0,0.158,0.324,0.496,3.496
Denmark7223,0,0.172,0.352,0.54,3.54
Denmark7224,0,0.157,0.321,0.492,3.492
Denmark7228,0,0.166,0.34,0.523,3.523
Denmark8294,0,0.211,0.437,0.675,3.675
Denmark8295,0,0.191,0.393,0.606,3.606
Denmark8296,0,0.166,0.341,0.524,3.524
Denmark8297,0,0.189,0.39,0.601,3.601
Denmark8298,0,0.163,0.334,0.512,3.512
Denmark8299,0,0.152,0.311,0.475,3.475
Denmark8300,0,0.244,0.508,0.787,3.787
Denmark8301,0,0.247,0.513,0.796,3.796
Denmark8302,0,0.233,0.483,0.748,3.748
Denmark8303,0,0.18,0.371,0.571,3.571
Denmark8304,0,0.23,0.476,0.737,3.737
Denmark8305,0,0.179,0.368,0.566,3.566
Denmark8306,0,0.16,0.329,0.505,3.505
Denmark8309,0,0.18,0.37,0.57,3.57
Denmark8310,0,0.166,0.34,0.521,3.521
Denmark8311,0,0.188,0.387,0.597,3.597
Denmark8312,0,0.185,0.38,0.585,3.585
Denmark8313,0,0.184,0.38,0.585,3.585
Denmark8314,0,0.155,0.316,0.484,3.484
Denmark8315,0,0.197,0.406,0.626,3.626
Denmark8333,0,0.161,0.331,0.507,3.507
Denmark8334,0,0.164,0.337,0.517,3.517
Denmark8335,0,0.156,0.319,0.489,3.489
Denmark8336,0,0.15,0.306,0.468,3.468
Denmark8337,0,0.161,0.33,0.505,3.505
Denmark8338,0,0.213,0.441,0.681,3.681
Denmark8339,0,0.227,0.47,0.728,3.728
Denmark8340,0,0.14,0.287,0.437,3.437
Denmark8341,0,0.136,0.277,0.423,3.423
Denmark8342,0,0.14,0.286,0.437,3.437
Denmark8343,0,0.154,0.315,0.483,3.483
Denmark8344,0,0.193,0.399,0.616,3.616
Denmark8345,0,0.209,0.431,0.666,3.666
Denmark8348,0,0.144,0.293,0.447,3.447
Denmark8349,0,0.136,0.276,0.42,3.42
Denmark8350,0,0.251,0.52,0.807,3.807
Denmark8351,0,0.166,0.342,0.525,3.525
Denmark8352,0,0.141,0.289,0.441,3.441
Denmark7246,0,0.109,0.22,0.332,3.332
Denmark7258,0,0.11,0.223,0.336,3.336
Denmark7259,0,0.122,0.246,0.372,3.372
Denmark7260,0,0.11,0.221,0.334,3.334
Denmark8198,0,0.11,0.222,0.335,3.335
Denmark8199,0,0.111,0.225,0.339,3.339
Denmark8221,0,0.131,0.267,0.406,3.406
Denmark8225,0,0.136,0.277,0.422,3.422
Denmark8228,0,0.119,0.241,0.365,3.365
Denmark8229,0,0.111,0.224,0.338,3.338
Denmark7247,0,0.124,0.252,0.383,3.383
Denmark7248,0,0.113,0.229,0.346,3.346
Denmark7256,0,0.127,0.258,0.392,3.392
Denmark7257,0,0.121,0.245,0.372,3.372
Denmark8244,0,0.117,0.237,0.358,3.358
Denmark8246,0,0.117,0.237,0.358,3.358
Denmark8251,0,0.117,0.236,0.358,3.358
Denmark8327,0,0.127,0.256,0.389,3.389
Denmark8347,0,0.123,0.249,0.377,3.377
Denmark7245,0,0.135,0.274,0.417,3.417
Denmark7249,0,0.127,0.257,0.391,3.391
Denmark8190,0,0.156,0.32,0.491,3.491
Denmark8191,0,0.133,0.271,0.412,3.412
Denmark8192,0,0.141,0.288,0.439,3.439
Denmark8193,0,0.14,0.286,0.437,3.437
Denmark8194,0,0.133,0.272,0.414,3.414
Denmark8195,0,0.157,0.322,0.494,3.494
Denmark7250,0,0.13,0.265,0.403,3.403
Denmark7251,0,0.123,0.248,0.376,3.376
Denmark7252,0,0.134,0.273,0.416,3.416
Denmark7253,0,0.152,0.312,0.477,3.477
Denmark8196,0,0.125,0.253,0.385,3.385
Denmark8197,0,0.13,0.263,0.4,3.4
Denmark7254,0,0.13,0.263,0.4,3.4
Denmark7255,0,0.15,0.306,0.469,3.469
Denmark8239,0,0.122,0.247,0.375,3.375
Denmark7230,0,0.169,0.348,0.535,3.535
Denmark7231,0,0.126,0.256,0.389,3.389
Denmark7233,0,0.126,0.256,0.389,3.389
Denmark7234,0,0.12,0.244,0.369,3.369
Denmark7235,0,0.119,0.242,0.366,3.366
Denmark7236,0,0.118,0.238,0.361,3.361
Denmark7237,0,0.13,0.264,0.401,3.401
Denmark7238,0,0.126,0.255,0.387,3.387
Denmark7239,0,0.122,0.248,0.375,3.375
Denmark7240,0,0.117,0.237,0.359,3.359
Denmark7241,0,0.116,0.234,0.354,3.354
Denmark7242,0,0.115,0.232,0.351,3.351
Denmark7243,0,0.128,0.261,0.396,3.396
Denmark7244,0,0.113,0.228,0.345,3.345
Denmark8140,0,0.137,0.279,0.425,3.425
Denmark8154,0,0.141,0.287,0.438,3.438
Denmark8155,0,0.154,0.316,0.484,3.484
Denmark8156,0,0.22,0.456,0.705,3.705
Denmark8159,0,0.174,0.359,0.553,3.553
Denmark8161,0,0.134,0.273,0.415,3.415
Denmark8162,0,0.151,0.309,0.472,3.472
Denmark8163,0,0.156,0.319,0.488,3.488
Denmark8164,0,0.14,0.285,0.435,3.435
Denmark8165,0,0.131,0.267,0.407,3.407
Denmark8166,0,0.12,0.243,0.369,3.369
Denmark8167,0,0.162,0.334,0.512,3.512
Denmark8177,0,0.123,0.25,0.38,3.38
Denmark8178,0,0.126,0.256,0.389,3.389
Denmark8179,0,0.142,0.291,0.444,3.444
Denmark8180,0,0.123,0.249,0.378,3.378
Denmark8181,0,0.113,0.229,0.346,3.346
Denmark8182,0,0.121,0.244,0.369,3.369
Denmark8183,0,0.126,0.255,0.386,3.386
Denmark8184,0,0.122,0.247,0.375,3.375
Denmark8185,0,0.119,0.242,0.366,3.366
Denmark8186,0,0.146,0.299,0.457,3.457
Denmark8187,0,0.14,0.287,0.437,3.437
Denmark7104,0,0.142,0.291,0.445,3.445
Denmark7109,0,0.155,0.32,0.492,3.492
Denmark7110,0,0.172,0.355,0.547,3.547
Denmark7111,0,0.153,0.314,0.482,3.482
Denmark7112,0,0.151,0.31,0.476,3.476
Denmark7113,0,0.169,0.351,0.541,3.541
Denmark7114,0,0.197,0.411,0.637,3.637
Denmark7115,0,0.234,0.491,0.765,3.765
Denmark7116,0,0.337,0.712,1.118,4.118
Denmark7122,0,0.128,0.261,0.397,3.397
Denmark7124,0,0.118,0.239,0.362,3.362
Denmark7792,0,0.123,0.251,0.381,3.381
Denmark7803,0,0.122,0.248,0.377,3.377
Denmark7810,0,0.143,0.293,0.448,3.448
Denmark7812,0,0.178,0.369,0.569,3.569
Denmark7813,0,0.132,0.269,0.411,3.411
Denmark7910,0,0.219,0.457,0.71,3.71
Denmark7911,0,0.191,0.397,0.615,3.615
Denmark7915,0,0.123,0.25,0.379,3.379
Denmark7918,0,0.165,0.341,0.524,3.524
Denmark7919,0,0.13,0.266,0.406,3.406
Denmark7922,0,0.165,0.341,0.524,3.524
Denmark7923,0,0.143,0.292,0.447,3.447
Denmark7926,0,0.138,0.283,0.433,3.433
Denmark7927,0,0.124,0.251,0.381,3.381
Denmark7928,0,0.121,0.245,0.372,3.372
Denmark7931,0,0.122,0.248,0.376,3.376
Denmark7932,0,0.134,0.275,0.42,3.42
Denmark7933,0,0.119,0.241,0.365,3.365
Denmark7938,0,0.119,0.241,0.366,3.366
Denmark7939,0,0.132,0.269,0.41,3.41
Denmark7940,0,0.123,0.25,0.38,3.38
Denmark7123,0,0.283,0.596,0.933,3.933
Denmark7138,0,0.109,0.22,0.331,3.331
Denmark7146,0,0.109,0.22,0.332,3.332
Denmark7949,0,0.109,0.22,0.331,3.331
Denmark7950,0,0.11,0.222,0.335,3.335
Denmark7952,0,0.109,0.219,0.329,3.329
Denmark7956,0,0.107,0.215,0.324,3.324
Denmark7968,0,0.11,0.222,0.335,3.335
Denmark7971,0,0.107,0.215,0.323,3.323
Denmark7975,0,0.113,0.227,0.343,3.343
Denmark7144,0,0.126,0.256,0.39,3.39
Denmark7145,0,0.114,0.23,0.348,3.348
Denmark7147,0,0.137,0.28,0.428,3.428
Denmark7159,0,0.118,0.24,0.365,3.365
Denmark7160,0,0.123,0.25,0.38,3.38
Denmark7161,0,0.128,0.262,0.398,3.398
Denmark7162,0,0.113,0.23,0.347,3.347
Denmark7172,0,0.118,0.239,0.363,3.363
Denmark7951,0,0.253,0.531,0.829,3.829
Denmark7953,0,0.254,0.534,0.833,3.833
Denmark7954,0,0.118,0.239,0.362,3.362
Denmark7955,0,0.13,0.264,0.402,3.402
Denmark7957,0,0.188,0.392,0.607,3.607
Denmark7960,0,0.25,0.524,0.818,3.818
Denmark7962,0,0.119,0.24,0.364,3.364
Denmark7963,0,0.131,0.267,0.407,3.407
Denmark7965,0,0.148,0.303,0.465,3.465
Denmark7967,0,0.146,0.3,0.459,3.459
Denmark7969,0,0.123,0.25,0.379,3.379
Denmark7977,0,0.113,0.227,0.344,3.344
Denmark7173,0,0.128,0.26,0.396,3.396
Denmark7174,0,0.169,0.351,0.541,3.541
Denmark7175,0,0.17,0.351,0.542,3.542
Denmark7198,0,0.12,0.243,0.368,3.368
Denmark7980,0,0.116,0.235,0.355,3.355
Denmark7981,0,0.111,0.223,0.336,3.336
Denmark7982,0,0.112,0.226,0.341,3.341
Denmark8011,0,0.305,0.643,1.007,4.007
Denmark8013,0,0.172,0.356,0.549,3.549
Denmark7218,0,0.125,0.254,0.385,3.385
Denmark8042,0,0.178,0.37,0.571,3.571
Denmark8079,0,0.147,0.303,0.464,3.464
Denmark8081,0,0.491,1.046,1.652,4.652
Denmark8096,0,0.181,0.375,0.58,3.58
Denmark8102,0,0.275,0.579,0.905,3.905
Denmark8105,0,0.153,0.316,0.485,3.485
Denmark8108,0,0.127,0.257,0.392,3.392
Denmark8109,0,0.223,0.467,0.727,3.727
Denmark8113,0,0.128,0.261,0.397,3.397
Denmark8121,0,0.141,0.287,0.438,3.438
Denmark8122,0,0.145,0.297,0.454,3.454
Denmark8125,0,0.133,0.27,0.411,3.411
Denmark8134,0,0.138,0.281,0.428,3.428
Denmark8135,0,0.159,0.327,0.501,3.501
Denmark8128,0,0.151,0.309,0.473,3.473
Finland9131,0,0.307,0.644,1,4
Finland9137,0,0.157,0.322,0.492,3.492
Finland9138,0,0.203,0.42,0.648,3.648
Finland9139,0,0.142,0.289,0.441,3.441
Finland9141,0,0.241,0.501,0.774,3.774
Ireland8515,0,0.163,0.338,0.519,3.519
Ireland8496,0,0.181,0.375,0.577,3.577
Ireland8494,0,0.171,0.353,0.542,3.542
Ireland8495,0,0.172,0.356,0.547,3.547
Ireland8493,0,0.146,0.299,0.458,3.458
Ireland8516,0,0.201,0.418,0.646,3.646
Ireland8517,0,0.187,0.389,0.6,3.6
Ireland8518,0,0.177,0.367,0.566,3.566
Ireland8519,0,0.167,0.346,0.533,3.533
Ireland8520,0,0.138,0.283,0.432,3.432
Ireland8521,0,0.152,0.314,0.481,3.481
Ireland8522,0,0.164,0.339,0.522,3.522
Ireland8523,0,0.248,0.519,0.806,3.806
Ireland8524,0,0.249,0.522,0.811,3.811
Ireland8525,0,0.509,1.084,1.706,4.706
Ireland8526,0,0.209,0.435,0.673,3.673
Ireland8489,0,0.261,0.546,0.848,3.848
Ireland8491,0,0.193,0.401,0.619,3.619
Ireland8527,0,0.304,0.639,0.995,3.995
Ireland8488,0,0.202,0.419,0.648,3.648
Ireland8490,0,0.142,0.292,0.446,3.446
Ireland8492,0,0.187,0.389,0.6,3.6
Ireland8497,0,0.189,0.392,0.605,3.605
Ireland8498,0,0.184,0.381,0.588,3.588
RussianFederation11813,0,0.129,0.263,0.399,3.399
RussianFederation11824,0,0.148,0.302,0.462,3.462
Sweden9108,0,0.157,0.321,0.492,3.492
Sweden9129,0,0.185,0.381,0.585,3.585
UnitedKingdom8819,0,0.251,0.527,0.821,3.821
UnitedKingdom8820,0,0.263,0.554,0.862,3.862
UnitedKingdom8824,0,0.291,0.615,0.96,3.96
UnitedKingdom8544,0,0.179,0.37,0.568,3.568
UnitedStates3383,0,0.256,0.533,0.829,3.829
UnitedStates3451,0,0.115,0.231,0.349,3.349
UnitedStates3371,0,0.346,0.725,1.135,4.135
UnitedStates3376,0,0.457,0.961,1.509,4.509
UnitedStates3378,0,0.418,0.879,1.38,4.38
UnitedStates3381,0,0.196,0.405,0.626,3.626
UnitedStates3382,0,0.263,0.548,0.853,3.853
UnitedStates3364,0,0.158,0.324,0.497,3.497
UnitedStates3365,0,0.407,0.853,1.338,4.338
UnitedStates3366,0,0.143,0.292,0.447,3.447
UnitedStates3367,0,0.257,0.533,0.83,3.83
UnitedStates3374,0,0.366,0.766,1.199,4.199
UnitedStates3375,0,0.335,0.7,1.094,4.094
UnitedStates3377,0,0.173,0.355,0.546,3.546
UnitedStates3379,0,0.203,0.42,0.65,3.65
UnitedStates4979,0,0.308,0.642,1.002,4.002
UnitedStates4980,0,0.316,0.66,1.032,4.032
UnitedStates3368,0,0.246,0.512,0.795,3.795
UnitedStates3369,0,0.321,0.67,1.047,4.047
UnitedStates3370,0,0.333,0.696,1.088,4.088
UnitedStates3372,0,0.259,0.538,0.836,3.836
UnitedStates3373,0,0.225,0.466,0.722,3.722
UnitedStates3380,0,0.171,0.352,0.541,3.541
UnitedStates3391,0,0.287,0.598,0.931,3.931
UnitedStates3392,0,0.193,0.398,0.615,3.615
UnitedStates3393,0,0.319,0.664,1.036,4.036
UnitedStates3395,0,0.176,0.36,0.553,3.553
UnitedStates4984,0,0.212,0.438,0.678,3.678
UnitedStates3385,0,0.197,0.406,0.627,3.627
UnitedStates3387,0,0.121,0.244,0.37,3.37
UnitedStates3390,0,0.191,0.393,0.606,3.606
UnitedStates3397,0,0.314,0.654,1.02,4.02
UnitedStates3398,0,0.295,0.615,0.957,3.957
UnitedStates3399,0,0.379,0.791,1.237,4.237
UnitedStates4983,0,0.269,0.558,0.869,3.869
UnitedStates3410,0,0.124,0.252,0.382,3.382
UnitedStates3420,0,0.135,0.275,0.419,3.419
UnitedStates3423,0,0.181,0.371,0.571,3.571
UnitedStates3426,0,0.146,0.298,0.455,3.455
UnitedStates3421,0,0.116,0.233,0.353,3.353
UnitedStates3422,0,0.181,0.373,0.574,3.574
UnitedStates3424,0,0.143,0.29,0.443,3.443
UnitedStates3425,0,0.113,0.227,0.342,3.342
UnitedStates3430,0,0.12,0.243,0.369,3.369
UnitedStates3434,0,0.129,0.262,0.398,3.398
UnitedStates5033,0,0.136,0.276,0.421,3.421
UnitedStates5034,0,0.143,0.291,0.445,3.445
UnitedStates5035,0,0.144,0.292,0.445,3.445
UnitedStates5036,0,0.144,0.292,0.447,3.447
UnitedStates5037,0,0.169,0.346,0.531,3.531
UnitedStates5038,0,0.164,0.336,0.516,3.516
UnitedStates5039,0,0.143,0.292,0.445,3.445
UnitedStates5040,0,0.127,0.256,0.389,3.389
UnitedStates5041,0,0.135,0.274,0.417,3.417
UnitedStates5042,0,0.145,0.297,0.454,3.454
UnitedStates5043,0,0.245,0.507,0.787,3.787
UnitedStates3435,0,0.136,0.275,0.419,3.419
UnitedStates5044,0,0.187,0.384,0.592,3.592
UnitedStates3439,0,0.132,0.268,0.407,3.407
UnitedStates3441,0,0.126,0.256,0.388,3.388
UnitedStates4985,0,0.222,0.46,0.714,3.714
UnitedStates4986,0,0.141,0.286,0.437,3.437
UnitedStates3401,0,0.157,0.321,0.492,3.492
UnitedStates3403,0,0.215,0.445,0.689,3.689
UnitedStates3404,0,0.14,0.284,0.433,3.433
UnitedStates3406,0,0.17,0.348,0.534,3.534
UnitedStates3407,0,0.198,0.408,0.63,3.63
UnitedStates3408,0,0.147,0.299,0.456,3.456
UnitedStates4987,0,0.153,0.312,0.477,3.477
UnitedStates5004,0,0.139,0.283,0.432,3.432
UnitedStates5007,0,0.195,0.402,0.621,3.621
UnitedStates5009,0,0.158,0.323,0.495,3.495
UnitedStates5010,0,0.179,0.367,0.566,3.566
UnitedStates5011,0,0.154,0.314,0.482,3.482
UnitedStates5012,0,0.16,0.327,0.501,3.501
UnitedStates3402,0,0.201,0.415,0.641,3.641
UnitedStates5013,0,0.174,0.357,0.548,3.548
UnitedStates5014,0,0.198,0.409,0.631,3.631
UnitedStates5015,0,0.218,0.45,0.697,3.697
UnitedStates5016,0,0.184,0.379,0.584,3.584
UnitedStates5018,0,0.181,0.372,0.572,3.572
UnitedStates3428,0,0.121,0.244,0.369,3.369
UnitedStates5017,0,0.133,0.27,0.41,3.41
UnitedStates5019,0,0.222,0.459,0.71,3.71
UnitedStates5020,0,0.12,0.243,0.368,3.368
UnitedStates5021,0,0.131,0.266,0.404,3.404
UnitedStates5022,0,0.157,0.32,0.491,3.491
UnitedStates5023,0,0.134,0.273,0.416,3.416
UnitedStates5024,0,0.124,0.25,0.38,3.38
UnitedStates5025,0,0.192,0.397,0.612,3.612
UnitedStates5026,0,0.169,0.347,0.533,3.533
UnitedStates5027,0,0.156,0.319,0.488,3.488
UnitedStates5028,0,0.129,0.263,0.399,3.399
UnitedStates5029,0,0.146,0.298,0.456,3.456
UnitedStates5030,0,0.157,0.321,0.491,3.491
UnitedStates5031,0,0.137,0.28,0.427,3.427
UnitedStates5032,0,0.198,0.407,0.628,3.628
UnitedStates3443,0,0.117,0.236,0.356,3.356
UnitedStates5048,0,0.123,0.248,0.376,3.376
UnitedStates5049,0,0.121,0.245,0.371,3.371
UnitedStates5050,0,0.133,0.269,0.41,3.41
UnitedStates5054,0,0.133,0.269,0.409,3.409
UnitedStates5055,0,0.156,0.317,0.485,3.485
UnitedStates5056,0,0.119,0.239,0.361,3.361
UnitedStates5051,0,0.127,0.257,0.39,3.39
UnitedStates5052,0,0.117,0.237,0.359,3.359
UnitedStates5053,0,0.117,0.236,0.357,3.357
UnitedStates5058,0,0.157,0.319,0.488,3.488
UnitedStates5059,0,0.126,0.255,0.388,3.388
UnitedStates5060,0,0.13,0.263,0.399,3.399
UnitedStates5061,0,0.129,0.261,0.396,3.396
UnitedStates5062,0,0.145,0.295,0.45,3.45
UnitedStates5063,0,0.139,0.283,0.432,3.432
UnitedStates5064,0,0.164,0.335,0.513,3.513
UnitedStates5065,0,0.12,0.243,0.368,3.368
UnitedStates5066,0,0.135,0.275,0.418,3.418
UnitedStates5067,0,0.123,0.248,0.377,3.377
UnitedStates5068,0,0.126,0.255,0.387,3.387
UnitedStates5069,0,0.121,0.244,0.37,3.37
UnitedStates5070,0,0.115,0.232,0.351,3.351
UnitedStates5071,0,0.154,0.314,0.481,3.481
UnitedStates5072,0,0.177,0.363,0.558,3.558
UnitedStates5073,0,0.2,0.411,0.635,3.635
UnitedStates5074,0,0.174,0.357,0.55,3.55
UnitedStates5075,0,0.15,0.305,0.467,3.467
UnitedStates5076,0,0.152,0.311,0.475,3.475
UnitedStates5077,0,0.116,0.234,0.353,3.353
UnitedStates5078,0,0.12,0.243,0.368,3.368
UnitedStates5079,0,0.122,0.246,0.372,3.372
UnitedStates5080,0,0.125,0.253,0.384,3.384
UnitedStates5081,0,0.153,0.313,0.479,3.479
UnitedStates5083,0,0.14,0.285,0.435,3.435
UnitedStates5084,0,0.131,0.266,0.405,3.405
UnitedStates5085,0,0.142,0.29,0.442,3.442
UnitedStates5086,0,0.145,0.294,0.449,3.449
UnitedStates5087,0,0.146,0.299,0.456,3.456
UnitedStates5088,0,0.143,0.291,0.445,3.445
UnitedStates5089,0,0.129,0.262,0.398,3.398
UnitedStates5090,0,0.13,0.263,0.4,3.4
UnitedStates5091,0,0.119,0.241,0.364,3.364
UnitedStates4988,0,0.129,0.262,0.398,3.398
UnitedStates4989,0,0.142,0.289,0.442,3.442
UnitedStates4990,0,0.136,0.277,0.422,3.422
UnitedStates4991,0,0.155,0.316,0.484,3.484
UnitedStates4992,0,0.121,0.244,0.37,3.37
UnitedStates4993,0,0.151,0.309,0.473,3.473
UnitedStates4994,0,0.13,0.264,0.402,3.402
UnitedStates4995,0,0.133,0.271,0.413,3.413
UnitedStates4996,0,0.15,0.306,0.469,3.469
UnitedStates4997,0,0.128,0.258,0.393,3.393
UnitedStates4998,0,0.139,0.283,0.431,3.431
UnitedStates4999,0,0.122,0.246,0.373,3.373
UnitedStates5000,0,0.122,0.247,0.375,3.375
UnitedStates5001,0,0.12,0.242,0.367,3.367
UnitedStates5002,0,0.18,0.37,0.57,3.57
UnitedStates5003,0,0.13,0.264,0.401,3.401
UnitedStates5005,0,0.151,0.308,0.471,3.471
UnitedStates5006,0,0.138,0.282,0.429,3.429
UnitedStates5008,0,0.166,0.34,0.522,3.522
UnitedStates5082,0,0.169,0.345,0.53,3.53
UnitedStates5093,0,0.21,0.435,0.672,3.672
UnitedStates11882,0,0.139,0.284,0.434,3.434
UnitedStates11895,0,0.135,0.274,0.418,3.418
UnitedStates11962,0,0.121,0.245,0.371,3.371
UnitedStates11982,0,0.125,0.253,0.384,3.384
UnitedStates11989,0,0.159,0.326,0.5,3.5
UnitedStates11992,0,0.13,0.264,0.401,3.401
Canada3389,0,0.309,0.647,1.01,4.01
Canada3400,0,0.178,0.367,0.565,3.565
Canada5057,0,0.299,0.627,0.979,3.979
Canada5095,0,0.181,0.374,0.576,3.576
Canada5094,0,0.392,0.826,1.297,4.297
Canada5096,0,0.13,0.264,0.402,3.402
Canada5097,0,0.143,0.292,0.446,3.446
Canada5098,0,0.995,2.12,3.357,6.357
Canada5099,0,0.493,1.044,1.643,4.643
Canada5137,0,0.133,0.271,0.414,3.414
Canada5138,0,0.14,0.285,0.436,3.436
Canada5139,0,0.123,0.248,0.376,3.376
Canada5140,0,0.126,0.256,0.389,3.389
Canada5141,0,0.127,0.257,0.391,3.391
Canada5142,0,0.148,0.304,0.466,3.466
Canada5143,0,0.142,0.289,0.442,3.442
Canada5144,0,0.125,0.253,0.385,3.385
Canada5145,0,0.136,0.278,0.424,3.424
Canada5184,0,0.155,0.317,0.487,3.487
Canada5191,0,0.237,0.494,0.768,3.768
Canada5192,0,0.277,0.58,0.904,3.904
Canada5193,0,0.248,0.516,0.803,3.803
Canada5146,0,0.13,0.266,0.405,3.405
Canada5147,0,0.162,0.332,0.51,3.51
Canada5148,0,0.136,0.276,0.421,3.421
Canada5152,0,0.141,0.287,0.438,3.438
Canada5153,0,0.204,0.422,0.653,3.653
Canada5154,0,0.153,0.314,0.481,3.481
Canada5155,0,0.225,0.468,0.726,3.726
Canada5156,0,0.157,0.324,0.497,3.497
Canada5157,0,0.137,0.28,0.427,3.427
Canada5158,0,0.138,0.281,0.429,3.429
Canada5274,0,0.21,0.437,0.677,3.677
Canada3388,0,0.733,1.552,2.449,5.449
Canada5046,0,0.543,1.146,1.804,4.804
Canada5047,0,0.44,0.925,1.453,4.453
Canada3394,0,0.223,0.464,0.719,3.719
Canada3396,0,0.269,0.561,0.874,3.874
Canada3405,0,0.156,0.32,0.491,3.491
Canada5149,0,0.161,0.332,0.51,3.51
Canada3805,0,0.153,0.314,0.481,3.481
Canada3846,0,0.119,0.242,0.366,3.366
Canada7636,0,0.135,0.275,0.419,3.419
Canada7637,0,0.139,0.283,0.431,3.431
Canada7638,0,0.139,0.283,0.432,3.432
Canada3882,0,0.159,0.326,0.5,3.5
Canada7648,0,0.119,0.24,0.363,3.363
Canada7757,0,0.126,0.256,0.388,3.388
Canada7759,0,0.154,0.315,0.483,3.483
Canada7769,0,0.149,0.305,0.467,3.467
Canada7770,0,0.182,0.374,0.577,3.577
Canada7772,0,0.209,0.431,0.667,3.667
Canada7775,0,0.204,0.42,0.65,3.65
Canada7776,0,0.143,0.29,0.443,3.443
Canada7777,0,0.601,1.263,1.989,4.989
Canada7778,0,0.24,0.497,0.771,3.771
Canada7780,0,0.218,0.45,0.697,3.697
Canada7785,0,0.194,0.399,0.616,3.616
Canada3944,0,0.173,0.355,0.546,3.546
Canada3965,0,0.168,0.346,0.532,3.532
Canada3967,0,0.172,0.353,0.542,3.542
Canada3968,0,0.185,0.382,0.588,3.588
Canada3969,0,0.274,0.573,0.891,3.891
Canada7935,0,0.213,0.44,0.682,3.682
Canada7944,0,0.161,0.33,0.506,3.506
Canada7948,0,0.179,0.366,0.564,3.564
Canada7959,0,0.82,1.742,2.747,5.747
Canada7966,0,0.159,0.325,0.498,3.498
Canada7943,0,0.132,0.267,0.406,3.406
Canada7945,0,0.156,0.318,0.489,3.489
Canada7973,0,0.171,0.351,0.54,3.54
Canada7946,0,0.131,0.264,0.403,3.403
Canada7947,0,0.156,0.319,0.49,3.49
Canada7978,0,0.245,0.506,0.787,3.787
Canada7984,0,0.247,0.511,0.794,3.794
Canada8012,0,0.197,0.405,0.627,3.627
Canada8015,0,0.177,0.364,0.561,3.561
Canada4044,0,0.296,0.616,0.961,3.961
Canada4045,0,0.228,0.472,0.732,3.732
Canada4068,0,0.174,0.357,0.55,3.55
Canada4069,0,0.205,0.424,0.656,3.656
Canada3734,0,0.308,0.645,1.011,4.011
Canada3744,0,0.205,0.427,0.662,3.662
Canada3748,0,0.232,0.484,0.754,3.754
Canada3749,0,0.126,0.257,0.391,3.391
Canada3765,0,0.191,0.393,0.608,3.608
Canada3705,0,0.308,0.647,1.012,4.012
Canada3723,0,0.263,0.549,0.855,3.855
Canada3725,0,0.147,0.301,0.46,3.46
Canada3726,0,0.138,0.281,0.429,3.429
Canada3729,0,0.153,0.313,0.481,3.481
Canada3730,0,0.144,0.293,0.449,3.449
Canada3733,0,0.318,0.665,1.042,4.042
Canada3735,0,0.304,0.636,0.996,3.996
Canada3736,0,0.472,0.995,1.569,4.569
Canada3785,0,0.2,0.412,0.637,3.637
Canada3720,0,0.136,0.277,0.423,3.423
Canada3721,0,0.289,0.603,0.942,3.942
